"typeResult","idGame","slugTeam","idTeam","pctAST","pctOREB","pctDREB","pctTREB","pctTOVE","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","teamName","cityTeam","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","pacePer40PACE_PER40","possessions","ratioPIE"
"team",22200006,"BKN",1610612751,0.55,0.226,0.571,0.404,15.015,15.7,0.506,0.542,1,0.196,"Nets","Brooklyn",240,101.4,105.9,123.8,127.5,-22.5,-21.6,1.38,16,105.78,102,85,102,0.392
"team",22200012,"UTA",1610612762,0.643,0.409,0.75,0.58,18.932,19.4,0.602,0.636,1,0.201,"Jazz","Utah",240,116.4,119.4,100.1,100,16.4,19.4,1.35,18.8,103.78,102.5,85.42,103,0.585
"team",22200012,"DEN",1610612743,0.525,0.25,0.591,0.42,20.604,20.6,0.512,0.561,1,0.2,"Nuggets","Denver",240,100.1,100,116.4,119.4,-16.4,-19.4,1,15.8,103.78,102.5,85.42,102,0.415
"team",22200016,"LAL",1610612747,0.697,0.2,0.717,0.414,9.308,9.4,0.399,0.46,1,0.199,"Lakers","Los Angeles",240,90.3,91.5,96.6,99,-6.3,-7.5,2.3,16.6,107.04,105,87.5,106,0.458
"team",22200016,"LAC",1610612746,0.486,0.283,0.8,0.586,21.568,22.1,0.519,0.55,1,0.199,"Clippers","LA",240,96.6,99,90.3,91.5,6.3,7.5,0.78,13.4,107.04,105,87.5,104,0.542
"team",22200015,"PHI",1610612755,0.472,0.125,0.788,0.47,10.785,10.5,0.464,0.496,1,0.201,"76ers","Philadelphia",240,94.9,92.6,92.6,94.7,2.3,-2.1,1.7,14.7,94.94,95,79.17,95,0.503
"team",22200015,"MIL",1610612749,0.706,0.212,0.875,0.53,14.409,14.7,0.482,0.499,1,0.196,"Bucks","Milwaukee",240,92.6,94.7,94.9,92.6,-2.3,2.1,1.71,18.7,94.94,95,79.17,95,0.497
"team",22200019,"WAS",1610612764,0.634,0.179,0.771,0.506,17.555,17.2,0.575,0.601,1,0.198,"Wizards","Washington",240,105.3,103,103.6,103.1,1.7,-0.1,1.53,20.3,96.68,98,81.67,99,0.545
"team",22200019,"CHI",1610612741,0.576,0.229,0.821,0.494,13.469,13.4,0.462,0.535,1,0.203,"Bulls","Chicago",240,103.6,103.1,105.3,103,-1.7,0.1,1.46,15.1,96.68,98,81.67,97,0.455
"team",22200020,"ORL",1610612753,0.485,0.224,0.714,0.469,18.591,18.8,0.463,0.526,1,0.198,"Magic","Orlando",240,95.9,97,103.8,105.9,-7.9,-8.9,0.84,12.5,103.12,101.5,84.58,101,0.433
"team",22200020,"ATL",1610612737,0.65,0.286,0.776,0.531,16.34,16.7,0.522,0.562,1,0.2,"Hawks","Atlanta",240,103.8,105.9,95.9,97,7.9,8.9,1.53,18.7,103.12,101.5,84.58,102,0.567
"team",22200022,"MIA",1610612748,0.548,0.314,0.658,0.461,10.246,10.5,0.5,0.527,1,0.199,"Heat","Miami",240,106.6,109.5,118.6,116.8,-12,-7.4,2.3,17.5,95.6,95,79.17,95,0.479
"team",22200022,"BOS",1610612738,0.415,0.342,0.686,0.539,21.368,21.1,0.608,0.648,1,0.199,"Celtics","Boston",240,118.6,116.8,106.6,109.5,12,7.4,0.85,13.9,95.6,95,79.17,95,0.521
"team",22200021,"TOR",1610612761,0.61,0.292,0.723,0.505,15.164,15.6,0.554,0.571,1,0.195,"Raptors","Toronto",240,106.1,109.4,117.5,114.7,-11.4,-5.4,1.67,19,95.84,95.5,79.58,96,0.484
"team",22200021,"BKN",1610612751,0.684,0.277,0.708,0.495,14.015,13.7,0.556,0.588,1,0.202,"Nets","Brooklyn",240,117.5,114.7,106.1,109.4,11.4,5.4,2,19.7,95.84,95.5,79.58,95,0.516
"team",22200024,"MEM",1610612763,0.578,0.386,0.643,0.513,11.346,11.8,0.556,0.582,1,0.2,"Grizzlies","Memphis",240,122,126.5,113.8,118.4,8.2,8,2.17,17.5,106.48,102.5,85.42,102,0.564
"team",22200024,"HOU",1610612745,0.409,0.357,0.614,0.487,13.06,13.6,0.559,0.574,1,0.198,"Rockets","Houston",240,113.8,118.4,122,126.5,-8.2,-8,1.29,13,106.48,102.5,85.42,103,0.436
"team",22200023,"NYK",1610612752,0.58,0.28,0.69,0.5,11.355,11.5,0.611,0.621,1,0.199,"Knicks","New York",240,123,125,99.9,101.9,23.1,23.1,2.42,19.9,105.88,104,86.67,104,0.595
"team",22200023,"DET",1610612765,0.667,0.31,0.72,0.5,14.14,14.4,0.483,0.509,1,0.202,"Pistons","Detroit",240,99.9,101.9,123,125,-23.1,-23.1,1.73,17.9,105.88,104,86.67,104,0.405
"team",22200017,"NOP",1610612740,0.548,0.417,0.736,0.584,15.055,15.4,0.517,0.589,1,0.198,"Pelicans","New Orleans",240,116.7,119.2,105.5,108.7,11.2,10.5,1.44,15.9,106.22,103.5,86.25,104,0.576
"team",22200017,"CHA",1610612766,0.682,0.264,0.583,0.416,13.188,13.6,0.521,0.543,1,0.196,"Hornets","Charlotte",240,105.5,108.7,116.7,119.2,-11.2,-10.5,2.14,20.4,106.22,103.5,86.25,103,0.424
"team",22200018,"SAS",1610612759,0.773,0.209,0.623,0.438,15.404,15.3,0.648,0.683,1,0.203,"Spurs","San Antonio",240,124.1,123.4,115.8,118.6,8.3,4.8,2,22.5,113.02,112,93.33,111,0.541
"team",22200018,"IND",1610612754,0.627,0.377,0.791,0.563,13.831,14.2,0.543,0.589,1,0.197,"Pacers","Indiana",240,115.8,118.6,124.1,123.4,-8.3,-4.8,2,19.8,113.02,112,93.33,113,0.459
"team",22200025,"UTA",1610612762,0.796,0.358,0.59,0.469,11.38,11.5,0.532,0.549,1,0.201,"Jazz","Utah",265,115.5,116.8,108.5,111.5,7,5.3,3,22.6,104.31,102.34,85.28,113,0.562
"team",22200025,"MIN",1610612750,0.408,0.41,0.642,0.531,17.224,17.7,0.509,0.538,1,0.198,"Timberwolves","Minnesota",265,108.5,111.5,115.5,116.8,-7,-5.3,1,12.7,104.31,102.34,85.28,113,0.438
"team",22200026,"GSW",1610612744,0.81,0.292,0.714,0.489,16.982,17.6,0.563,0.616,1,0.197,"Warriors","Golden State",240,109.9,113.9,121.9,120.8,-12,-6.9,1.79,22.2,108.44,107,89.17,108,0.48
"team",22200026,"DEN",1610612743,0.652,0.286,0.708,0.511,19.048,18.9,0.622,0.66,1,0.202,"Nuggets","Denver",240,121.9,120.8,109.9,113.9,12,6.9,1.5,20.4,108.44,107,89.17,106,0.52
"team",22200027,"POR",1610612757,0.389,0.306,0.717,0.52,19.841,19.3,0.5,0.577,1,0.195,"Trail Blazers","Portland",265,106.8,103.7,99.8,102.8,7,0.9,0.67,10.5,98.3,98.26,81.89,109,0.494
"team",22200027,"PHX",1610612756,0.721,0.283,0.694,0.48,15.282,15.7,0.511,0.538,1,0.198,"Suns","Phoenix",265,99.8,102.8,106.8,103.7,-7,-0.9,1.82,20.5,98.3,98.26,81.89,108,0.506
"team",22200029,"IND",1610612754,0.622,0.371,0.629,0.5,10.52,10.8,0.515,0.546,1,0.199,"Pacers","Indiana",240,118.6,121.6,109.3,111.7,9.3,9.9,2.55,18.4,104.88,102.5,85.42,102,0.562
"team",22200029,"DET",1610612765,0.703,0.371,0.629,0.5,13.308,13.6,0.484,0.531,1,0.2,"Pistons","Detroit",240,109.3,111.7,118.6,121.6,-9.3,-9.9,1.86,17.5,104.88,102.5,85.42,103,0.438
"team",22200030,"ORL",1610612753,0.467,0.321,0.809,0.55,8.813,9.1,0.553,0.571,1,0.202,"Magic","Orlando",240,117.5,121.2,125.6,126,-8.1,-4.8,2.33,15.5,101.22,99.5,82.92,99,0.472
"team",22200030,"BOS",1610612738,0.571,0.191,0.679,0.45,7.974,8,0.592,0.634,1,0.198,"Celtics","Boston",240,125.6,126,117.5,121.2,8.1,4.8,3,18.3,101.22,99.5,82.92,100,0.528
"team",22200032,"CLE",1610612739,0.667,0.342,0.808,0.611,17.489,18.4,0.659,0.689,1,0.193,"Cavaliers","Cleveland",240,124.4,130.6,101.1,98,23.3,32.7,1.78,22.4,98.96,98,81.67,98,0.638
"team",22200032,"CHI",1610612741,0.559,0.192,0.658,0.389,10.526,10.2,0.446,0.505,1,0.2,"Bulls","Chicago",240,101.1,98,124.4,130.6,-23.3,-32.7,1.9,15.3,98.96,98,81.67,98,0.362
"team",22200035,"OKC",1610612760,0.69,0.268,0.736,0.495,12.136,12.5,0.527,0.562,1,0.196,"Thunder","Oklahoma City",240,109.2,112.5,113.3,118.4,-4.1,-5.9,2.23,19.8,107.38,103.5,86.25,104,0.486
"team",22200035,"DEN",1610612743,0.786,0.264,0.732,0.505,16.722,17.5,0.612,0.618,1,0.199,"Nuggets","Denver",240,113.3,118.4,109.2,112.5,4.1,5.9,1.83,22.1,107.38,103.5,86.25,103,0.514
"team",22200033,"MIL",1610612749,0.604,0.238,0.689,0.505,15.649,16.2,0.659,0.663,1,0.194,"Bucks","Milwaukee",240,122.3,126.3,103.3,106.1,19,20.2,1.81,20.8,101.96,99,82.5,99,0.614
"team",22200033,"HOU",1610612745,0.556,0.311,0.762,0.495,13.769,14.1,0.473,0.511,1,0.195,"Rockets","Houston",240,103.3,106.1,122.3,126.3,-19,-20.2,1.43,14.6,101.96,99,82.5,99,0.386
"team",22200036,"SAC",1610612758,0.6,0.208,0.81,0.489,12.068,12.2,0.553,0.565,1,0.199,"Kings","Sacramento",240,109.6,111.2,112.5,112.1,-2.9,-0.9,2,18.1,99.06,98.5,82.08,98,0.448
"team",22200036,"LAC",1610612746,0.585,0.19,0.792,0.511,13.174,13.1,0.562,0.612,1,0.201,"Clippers","LA",240,112.5,112.1,109.6,111.2,2.9,0.9,1.85,18.8,99.06,98.5,82.08,99,0.552
"team",22200028,"SAS",1610612759,0.628,0.347,0.653,0.5,14.344,14.9,0.573,0.596,1,0.199,"Spurs","San Antonio",240,116.8,121.3,109,111.7,7.8,9.6,1.93,19.8,96.96,94,78.33,94,0.528
"team",22200028,"PHI",1610612755,0.703,0.347,0.653,0.5,12.458,12.8,0.5,0.545,1,0.201,"76ers","Philadelphia",240,109,111.7,116.8,121.3,-7.8,-9.6,2.17,19.4,96.96,94,78.33,94,0.472
"team",22200034,"MEM",1610612763,0.588,0.204,0.563,0.381,17.724,17.6,0.487,0.536,1,0.197,"Grizzlies","Memphis",240,94.5,94.1,129.4,137,-34.9,-42.9,1.11,15.7,103.7,101,84.17,102,0.298
"team",22200034,"DAL",1610612742,0.511,0.438,0.796,0.619,14.172,15,0.594,0.647,1,0.199,"Mavericks","Dallas",240,129.4,137,94.5,94.1,34.9,42.9,1.53,16,103.7,101,84.17,100,0.702
"team",22200031,"TOR",1610612761,0.649,0.245,0.725,0.452,6.165,6.3,0.506,0.549,1,0.199,"Raptors","Toronto",240,112,114.7,114.4,117.9,-2.4,-3.2,4,18.6,97.6,95,79.17,95,0.467
"team",22200031,"MIA",1610612748,0.737,0.275,0.755,0.548,16.347,16.8,0.572,0.637,1,0.196,"Heat","Miami",240,114.4,117.9,112,114.7,2.4,3.2,1.75,21.2,97.6,95,79.17,95,0.533
"team",22200042,"SAC",1610612758,0.66,0.34,0.809,0.56,14.035,14.5,0.525,0.563,1,0.2,"Kings","Sacramento",240,109.6,113.6,118.4,117.1,-8.7,-3.5,1.94,19.6,111.92,110.5,92.08,110,0.493
"team",22200042,"GSW",1610612744,0.533,0.191,0.66,0.44,11.835,11.7,0.598,0.632,1,0.202,"Warriors","Golden State",240,118.4,117.1,109.6,113.6,8.7,3.5,1.85,17.2,111.92,110.5,92.08,111,0.507
"team",22200039,"WAS",1610612764,0.581,0.286,0.661,0.486,18.248,19.8,0.563,0.572,1,0.195,"Wizards","Washington",265,97.6,105.9,112.5,113.6,-14.9,-7.7,1.25,18,96.72,92.38,76.98,101,0.457
"team",22200039,"CLE",1610612739,0.463,0.339,0.714,0.514,12.5,12.6,0.495,0.547,1,0.198,"Cavaliers","Cleveland",265,112.5,113.6,97.6,105.9,14.9,7.7,1.46,13.7,96.72,92.38,76.98,103,0.543
"team",22200043,"PHX",1610612756,0.674,0.314,0.796,0.55,13.228,13.3,0.543,0.57,1,0.198,"Suns","Phoenix",240,114,114.3,98.1,97.9,15.8,16.3,2.23,20.7,97.54,97.5,81.25,98,0.592
"team",22200043,"LAC",1610612746,0.444,0.204,0.686,0.45,15.496,15.5,0.494,0.523,1,0.198,"Clippers","LA",240,98.1,97.9,114,114.3,-15.8,-16.3,1.07,13.1,97.54,97.5,81.25,97,0.408
"team",22200040,"UTA",1610612762,0.674,0.339,0.618,0.477,15.135,15.5,0.505,0.553,1,0.198,"Jazz","Utah",265,108.6,110.9,105.5,109,3.1,1.9,1.71,18.6,102.79,100.08,83.4,110,0.511
"team",22200040,"NOP",1610612740,0.625,0.382,0.661,0.523,14.824,15.3,0.51,0.542,1,0.2,"Pelicans","New Orleans",265,105.5,109,108.6,110.9,-3.1,-1.9,1.76,18.9,102.79,100.08,83.4,111,0.489
"team",22200038,"CHA",1610612766,0.596,0.362,0.667,0.533,13.566,13.9,0.583,0.61,1,0.196,"Hornets","Charlotte",240,122.1,124.8,105.5,107.9,16.6,16.8,2,19.3,103.26,101,84.17,101,0.576
"team",22200038,"ATL",1610612737,0.59,0.333,0.638,0.467,11.614,11.9,0.453,0.508,1,0.199,"Hawks","Atlanta",240,105.5,107.9,122.1,124.8,-16.6,-16.8,1.92,16.2,103.26,101,84.17,101,0.424
"team",22200037,"POR",1610612757,0.514,0.327,0.774,0.559,18.649,18.6,0.5,0.553,1,0.2,"Trail Blazers","Portland",240,104,103.9,100.2,103,3.9,1,1,14.2,102.84,101.5,84.58,102,0.504
"team",22200037,"LAL",1610612747,0.634,0.226,0.673,0.441,12.524,12.9,0.478,0.516,1,0.197,"Lakers","Los Angeles",240,100.2,103,104,103.9,-3.9,-1,2,18.6,102.84,101.5,84.58,101,0.496
"team",22200041,"OKC",1610612760,0.585,0.263,0.681,0.452,10.655,11,0.484,0.513,1,0.198,"Thunder","Oklahoma City",240,102.7,106,115.2,116,-12.5,-10,2.18,17.4,101.96,100,83.33,100,0.437
"team",22200041,"MIN",1610612750,0.522,0.319,0.737,0.548,14.899,15,0.58,0.594,1,0.201,"Timberwolves","Minnesota",240,115.2,116,102.7,106,12.5,10,1.6,17.6,101.96,100,83.33,100,0.563
"team",22200044,"PHI",1610612755,0.658,0.205,0.618,0.434,8.573,8.6,0.594,0.65,1,0.199,"76ers","Philadelphia",240,128.6,129,106.9,112.8,21.6,16.3,3.13,19.9,96.22,93.5,77.92,93,0.583
"team",22200044,"IND",1610612754,0.711,0.382,0.795,0.566,13.115,13.8,0.489,0.529,1,0.198,"Pacers","Indiana",240,106.9,112.8,128.6,129,-21.6,-16.3,2.08,19.3,96.22,93.5,77.92,94,0.417
"team",22200046,"ORL",1610612753,0.389,0.294,0.574,0.438,13.282,13.4,0.459,0.521,1,0.2,"Magic","Orlando",240,104.2,105.2,115,116.2,-10.8,-11,1.08,11.2,98.94,98,81.67,97,0.423
"team",22200046,"NYK",1610612752,0.558,0.426,0.706,0.562,14,14.1,0.522,0.553,1,0.198,"Knicks","New York",240,115,116.2,104.2,105.2,10.8,11,1.71,16.9,98.94,98,81.67,99,0.577
"team",22200045,"TOR",1610612761,0.647,0.226,0.8,0.519,12.397,12.4,0.477,0.517,1,0.2,"Raptors","Toronto",240,101.2,101,91,92.8,10.2,8.2,1.83,17.1,97.84,97,80.83,97,0.539
"team",22200045,"MIA",1610612748,0.655,0.2,0.774,0.481,12.136,12.4,0.398,0.474,1,0.198,"Heat","Miami",240,91,92.8,101.2,101,-10.2,-8.2,1.58,15.1,97.84,97,80.83,97,0.461
"team",22200047,"CHI",1610612741,0.69,0.304,0.75,0.564,14.034,13.7,0.54,0.601,1,0.197,"Bulls","Chicago",240,120.3,117.6,99.7,101,20.6,16.7,2.07,20.3,101.02,101.5,84.58,102,0.634
"team",22200047,"BOS",1610612738,0.703,0.25,0.696,0.436,10.755,10.9,0.46,0.484,1,0.198,"Celtics","Boston",240,99.7,101,120.3,117.6,-20.6,-16.7,2.36,18.3,101.02,101.5,84.58,101,0.366
"team",22200051,"POR",1610612757,0.479,0.275,0.755,0.539,10.242,10.4,0.675,0.698,1,0.193,"Trail Blazers","Portland",240,138.3,140.6,115.6,114.6,22.7,26,2.3,17.7,96.4,96,80,96,0.609
"team",22200051,"DEN",1610612743,0.622,0.245,0.725,0.461,8.407,8.3,0.56,0.566,1,0.2,"Nuggets","Denver",240,115.6,114.6,138.3,140.6,-22.7,-26,3.5,21,96.4,96,80,96,0.391
"team",22200049,"MEM",1610612763,0.447,0.431,0.69,0.548,8.601,9.2,0.585,0.622,1,0.199,"Grizzlies","Memphis",240,128.1,136.7,123.5,126.5,4.6,10.2,2.33,15.3,102.54,98,81.67,98,0.518
"team",22200049,"BKN",1610612751,0.574,0.31,0.569,0.452,10.952,11.2,0.592,0.63,1,0.199,"Nets","Brooklyn",240,123.5,126.5,128.1,136.7,-4.6,-10.2,2.45,19.8,102.54,98,81.67,98,0.482
"team",22200048,"UTA",1610612762,0.523,0.407,0.582,0.495,19.6,20.2,0.532,0.54,1,0.198,"Jazz","Utah",240,105.8,109.1,110.6,114,-4.8,-4.9,1.15,16.1,102.56,99.5,82.92,99,0.482
"team",22200048,"HOU",1610612745,0.447,0.418,0.593,0.505,15.522,16,0.483,0.548,1,0.198,"Rockets","Houston",240,110.6,114,105.8,109.1,4.8,4.9,1.06,12.4,102.56,99.5,82.92,100,0.518
"team",22200050,"SAS",1610612759,0.771,0.339,0.76,0.527,11.848,12.5,0.514,0.519,1,0.196,"Spurs","San Antonio",240,104.8,110.6,103.4,103.9,1.5,6.7,2.85,23,106.14,103,85.83,104,0.52
"team",22200050,"MIN",1610612750,0.632,0.24,0.661,0.473,15.601,15.7,0.488,0.549,1,0.201,"Timberwolves","Minnesota",240,103.4,103.9,104.8,110.6,-1.5,-6.7,1.5,17.6,106.14,103,85.83,102,0.48
"team",22200054,"OKC",1610612760,0.452,0.366,0.82,0.554,5.66,5.8,0.4,0.446,1,0.198,"Thunder","Oklahoma City",240,101.9,103.8,91.3,91.3,10.6,12.6,3.17,13,104.46,103.5,86.25,104,0.552
"team",22200054,"LAC",1610612746,0.6,0.18,0.634,0.446,18.461,18.4,0.482,0.517,1,0.2,"Clippers","LA",240,91.3,91.3,101.9,103.8,-10.6,-12.6,1.11,16,104.46,103.5,86.25,103,0.448
"team",22200052,"WAS",1610612764,0.591,0.256,0.75,0.535,12.068,12.1,0.576,0.622,1,0.197,"Wizards","Washington",240,120.7,121.2,98,100,22.7,21.2,2.17,19.3,100.22,99,82.5,99,0.684
"team",22200052,"DET",1610612765,0.333,0.25,0.744,0.465,12.871,13.1,0.455,0.5,1,0.196,"Pistons","Detroit",240,98,100,120.7,121.2,-22.7,-21.2,0.92,9.7,100.22,99,82.5,99,0.316
"team",22200055,"PHX",1610612756,0.66,0.38,0.75,0.569,13.089,13.5,0.576,0.626,1,0.197,"Suns","Phoenix",240,125.3,128.8,100.5,101.9,24.8,26.9,2.21,20.4,105.72,103.5,86.25,104,0.621
"team",22200055,"GSW",1610612744,0.683,0.25,0.62,0.431,15.314,15.5,0.505,0.533,1,0.194,"Warriors","Golden State",240,100.5,101.9,125.3,128.8,-24.8,-26.9,1.75,19.7,105.72,103.5,86.25,103,0.379
"team",22200053,"NOP",1610612740,0.568,0.176,0.69,0.461,14.906,14.9,0.658,0.673,1,0.198,"Pelicans","New Orleans",240,120.3,120.2,118.6,119.4,1.7,0.9,1.79,20.3,93.74,93.5,77.92,94,0.509
"team",22200053,"DAL",1610612742,0.439,0.31,0.824,0.539,12.826,12.9,0.573,0.6,1,0.199,"Mavericks","Dallas",240,118.6,119.4,120.3,120.2,-1.7,-0.9,1.5,14.7,93.74,93.5,77.92,93,0.491
"team",22200057,"DET",1610612765,0.548,0.308,0.667,0.48,13.374,14.3,0.538,0.561,1,0.197,"Pistons","Detroit",240,107.9,115.3,113.5,118,-5.5,-2.7,1.64,16.7,104.34,99,82.5,98,0.43
"team",22200057,"ATL",1610612737,0.489,0.333,0.692,0.52,11.538,12,0.538,0.578,1,0.196,"Hawks","Atlanta",240,113.5,118,107.9,115.3,5.5,2.7,1.83,16.2,104.34,99,82.5,100,0.57
"team",22200061,"IND",1610612754,0.838,0.327,0.711,0.505,18.09,19.4,0.523,0.564,1,0.194,"Pacers","Indiana",240,98.6,105.8,116.4,120.4,-17.8,-14.6,1.55,21,108.56,103,85.83,103,0.437
"team",22200061,"CHI",1610612741,0.791,0.289,0.673,0.495,16.892,17.5,0.586,0.636,1,0.196,"Bulls","Chicago",240,116.4,120.4,98.6,105.8,17.8,14.6,1.89,22.7,108.56,103,85.83,103,0.563
"team",22200062,"SAS",1610612759,0.791,0.321,0.938,0.553,14.998,15.2,0.537,0.583,1,0.199,"Spurs","San Antonio",240,114.4,116.2,128.8,127.6,-14.4,-11.4,2.13,22,105.36,105,87.5,105,0.433
"team",22200062,"MIN",1610612750,0.712,0.063,0.679,0.447,16.34,16.2,0.775,0.77,1,0.2,"Timberwolves","Minnesota",240,128.8,127.6,114.4,116.2,14.4,11.4,2.18,26.2,105.36,105,87.5,105,0.567
"team",22200060,"MIL",1610612749,0.538,0.314,0.782,0.557,17.965,18.3,0.5,0.546,1,0.194,"Bucks","Milwaukee",240,104,105.8,93.2,96.1,10.8,9.7,1.11,14.9,105.98,103.5,86.25,104,0.578
"team",22200060,"BKN",1610612751,0.676,0.218,0.686,0.443,13.183,13.6,0.436,0.499,1,0.2,"Nets","Brooklyn",240,93.2,96.1,104,105.8,-10.8,-9.7,1.64,16.9,105.98,103.5,86.25,103,0.422
"team",22200056,"ORL",1610612753,0.543,0.25,0.661,0.471,17.483,17.5,0.469,0.51,1,0.198,"Magic","Orlando",240,94.6,94.8,101.8,107.3,-7.2,-12.4,1.12,15.1,99.22,96.5,80.42,97,0.44
"team",22200056,"CLE",1610612739,0.694,0.339,0.75,0.529,12.846,13.5,0.471,0.514,1,0.2,"Cavaliers","Cleveland",240,101.8,107.3,94.6,94.8,7.2,12.4,1.92,18.1,99.22,96.5,80.42,96,0.56
"team",22200064,"LAL",1610612747,0.625,0.148,0.808,0.472,13.456,13.6,0.489,0.51,1,0.198,"Lakers","Los Angeles",240,95.2,96.1,106.5,105.8,-11.4,-9.7,1.79,18.4,103.64,103.5,86.25,103,0.423
"team",22200064,"DEN",1610612743,0.81,0.192,0.852,0.528,10.655,10.6,0.505,0.543,1,0.198,"Nuggets","Denver",240,106.5,105.8,95.2,96.1,11.4,9.7,3.09,23.2,103.64,103.5,86.25,104,0.577
"team",22200063,"UTA",1610612762,0.737,0.286,0.705,0.504,14.787,14.7,0.494,0.528,1,0.2,"Jazz","Utah",240,100.7,100,92.2,93.5,8.6,6.5,1.75,19,108.88,108.5,90.42,109,0.617
"team",22200063,"HOU",1610612745,0.528,0.295,0.714,0.496,17.342,17.6,0.441,0.483,1,0.199,"Rockets","Houston",240,92.2,93.5,100.7,100,-8.6,-6.5,1,13.3,108.88,108.5,90.42,108,0.383
"team",22200065,"POR",1610612757,0.588,0.292,0.6,0.441,19.499,19.6,0.513,0.548,1,0.199,"Trail Blazers","Portland",240,100.6,101,121,124,-20.4,-22.9,1.05,15.6,97.9,96.5,80.42,97,0.381
"team",22200065,"MIA",1610612748,0.773,0.4,0.708,0.559,18.3,18.8,0.592,0.624,1,0.196,"Heat","Miami",240,121,124,100.6,101,20.4,22.9,1.89,23.1,97.9,96.5,80.42,96,0.619
"team",22200059,"TOR",1610612761,0.696,0.2,0.854,0.531,9.661,9.6,0.643,0.66,1,0.2,"Raptors","Toronto",240,127.7,126.6,113.1,117.2,14.6,9.4,3.56,24.4,94.76,93.5,77.92,94,0.544
"team",22200059,"PHI",1610612755,0.725,0.146,0.8,0.469,13.491,14,0.608,0.624,1,0.195,"76ers","Philadelphia",240,113.1,117.2,127.7,126.6,-14.6,-9.4,2.23,22.4,94.76,93.5,77.92,93,0.456
"team",22200058,"NYK",1610612752,0.5,0.298,0.685,0.505,14.456,14.3,0.593,0.628,1,0.201,"Knicks","New York",265,121.1,119.6,110.8,117,10.2,2.7,1.63,17.5,103.64,101.43,84.53,112,0.522
"team",22200058,"CHA",1610612766,0.633,0.315,0.702,0.495,12.69,13.4,0.561,0.584,1,0.2,"Hornets","Charlotte",265,110.8,117,121.1,119.6,-10.2,-2.7,2.07,19.6,103.64,101.43,84.53,112,0.478
"team",22200066,"DAL",1610612742,0.61,0.227,0.654,0.458,16.76,17,0.63,0.669,1,0.199,"Mavericks","Dallas",265,120.1,121.7,115.5,114.7,4.6,7,1.39,17.9,97.63,97.36,81.13,106,0.519
"team",22200066,"BKN",1610612751,0.465,0.346,0.773,0.542,13.863,13.8,0.527,0.589,1,0.196,"Nets","Brooklyn",265,115.5,114.7,120.1,121.7,-4.6,-7,1.33,14.2,97.63,97.36,81.13,109,0.481
"team",22200067,"OKC",1610612760,0.574,0.286,0.7,0.472,12.305,12,0.584,0.599,1,0.199,"Thunder","Oklahoma City",240,121,118,110.1,111.1,10.9,6.9,2.25,19.6,98.72,99.5,82.92,100,0.515
"team",22200067,"LAC",1610612746,0.477,0.3,0.714,0.528,20.016,20.2,0.591,0.612,1,0.198,"Clippers","LA",240,110.1,111.1,121,118,-10.9,-6.9,1.05,16,98.72,99.5,82.92,99,0.485
"team",22200068,"MIA",1610612748,0.641,0.235,0.553,0.388,11.802,11.9,0.523,0.563,1,0.199,"Heat","Miami",240,108.2,108.9,118.7,124.2,-10.5,-15.3,2.08,18.6,102.64,100,83.33,101,0.46
"team",22200068,"GSW",1610612744,0.652,0.447,0.765,0.612,20.27,21.2,0.598,0.624,1,0.197,"Warriors","Golden State",240,118.7,124.2,108.2,108.9,10.5,15.3,1.43,20.1,102.64,100,83.33,99,0.54
"team",22200069,"SAC",1610612758,0.7,0.205,0.696,0.456,13.446,13.1,0.554,0.593,1,0.201,"Kings","Sacramento",240,113.8,111.1,121.5,126.3,-7.7,-15.2,2.15,20.9,99.8,99,82.5,99,0.462
"team",22200069,"MEM",1610612763,0.551,0.304,0.795,0.544,13.603,14.1,0.609,0.626,1,0.195,"Grizzlies","Memphis",240,121.5,126.3,113.8,111.1,7.7,15.2,1.93,19.2,99.8,99,82.5,99,0.538
"team",22200070,"DET",1610612765,0.486,0.352,0.667,0.495,11.031,11.1,0.471,0.545,1,0.2,"Pistons","Detroit",240,112.3,113.1,133.4,138.8,-21.1,-25.6,1.64,13.7,100.82,98.5,82.08,99,0.369
"team",22200070,"ATL",1610612737,0.564,0.333,0.648,0.505,6.868,7.1,0.629,0.648,1,0.198,"Hawks","Atlanta",240,133.4,138.8,112.3,113.1,21.1,25.6,4.43,21.7,100.82,98.5,82.08,98,0.631
"team",22200073,"TOR",1610612761,0.606,0.373,0.795,0.541,17.248,18.5,0.436,0.466,1,0.199,"Raptors","Toronto",240,91.3,97.8,118.1,120.4,-26.8,-22.6,1.18,15,96.7,92.5,77.08,92,0.364
"team",22200073,"PHI",1610612755,0.581,0.205,0.627,0.459,15.816,16.1,0.622,0.645,1,0.194,"76ers","Philadelphia",240,118.1,120.4,91.3,97.8,26.8,22.6,1.67,19.7,96.7,92.5,77.08,93,0.636
"team",22200074,"WAS",1610612764,0.61,0.234,0.75,0.471,12.705,12.9,0.547,0.595,1,0.199,"Wizards","Washington",240,114.3,115.8,121.5,125.7,-7.2,-9.9,1.92,18.3,103.42,101,84.17,101,0.43
"team",22200074,"IND",1610612754,0.732,0.25,0.766,0.529,13.395,13.9,0.599,0.665,1,0.197,"Pacers","Indiana",240,121.5,125.7,114.3,115.8,7.2,9.9,2.14,21.5,103.42,101,84.17,101,0.57
