"typeResult","idGame","slugTeam","idTeam","pctAST","pctOREB","pctDREB","pctTREB","pctTOVE","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","teamName","cityTeam","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","pacePer40PACE_PER40","possessions","ratioPIE"
"team",22200859,"IND",1610612754,0.652,0.184,0.636,0.398,10.7,10.9,0.566,0.586,1,0.197,"Pacers","Indiana",240,113.8,115.8,118.3,120.6,-4.5,-4.7,2.73,21.3,103.4,101.5,84.58,101,0.485
"team",22200866,"WAS",1610612764,0.542,0.294,0.641,0.479,17.483,17.3,0.675,0.706,1,0.198,"Wizards","Washington",240,129.6,128.6,134.2,139.2,-4.6,-10.6,1.53,19.7,98.92,97.5,81.25,98,0.476
"team",22200866,"GSW",1610612744,0.769,0.359,0.706,0.521,15.905,16.5,0.697,0.706,1,0.195,"Warriors","Golden State",240,134.2,139.2,129.6,128.6,4.6,10.6,2.5,26.4,98.92,97.5,81.25,97,0.524
"team",22200864,"OKC",1610612760,0.526,0.423,0.806,0.58,16.845,17.7,0.472,0.511,1,0.198,"Thunder","Oklahoma City",240,99.1,104.2,106.3,108.4,-7.2,-4.3,1.18,14.8,98.92,95.5,79.58,96,0.451
"team",22200864,"NOP",1610612740,0.487,0.194,0.577,0.42,19.604,20,0.588,0.629,1,0.198,"Pelicans","New Orleans",240,106.3,108.4,99.1,104.2,7.2,4.3,1,15.8,98.92,95.5,79.58,95,0.549
"team",22200863,"ORL",1610612753,0.632,0.2,0.745,0.49,17.935,18.4,0.519,0.56,1,0.194,"Magic","Orlando",240,99.6,102,90.7,92.9,9,9.2,1.33,18.3,100.36,98,81.67,98,0.573
"team",22200863,"CHI",1610612741,0.486,0.255,0.8,0.51,15.943,16.3,0.424,0.482,1,0.198,"Bulls","Chicago",240,90.7,92.9,99.6,102,-9,-9.2,1.06,13.3,100.36,98,81.67,98,0.427
"team",22200862,"NYK",1610612752,0.4,0.25,0.708,0.5,8.382,9,0.64,0.664,1,0.195,"Knicks","New York",240,129.9,139.3,114.6,116.5,15.4,22.8,2.25,15.1,93.98,90,75,89,0.566
"team",22200862,"BKN",1610612751,0.514,0.292,0.75,0.5,10.808,11,0.526,0.573,1,0.197,"Nets","Brooklyn",240,114.6,116.5,129.9,139.3,-15.4,-22.8,1.8,14.9,93.98,90,75,91,0.434
"team",22200857,"CHA",1610612766,0.679,0.182,0.636,0.466,15.723,15.6,0.75,0.765,1,0.202,"Hornets","Charlotte",240,133.2,132.1,121.9,127.8,11.3,4.3,2.12,24.5,110.68,108.5,90.42,109,0.54
"team",22200857,"ATL",1610612737,0.491,0.364,0.818,0.534,10.597,11.1,0.542,0.589,1,0.198,"Hawks","Atlanta",240,121.9,127.8,133.2,132.1,-11.3,-4.3,2.17,16.7,110.68,108.5,90.42,108,0.46
"team",22200860,"PHI",1610612755,0.565,0.216,0.642,0.467,16.247,16,0.652,0.687,1,0.199,"76ers","Philadelphia",240,124.9,123,102.3,105.1,22.6,17.9,1.63,19.8,100.06,99.5,82.92,100,0.6
"team",22200860,"HOU",1610612745,0.486,0.358,0.784,0.533,16.726,17.2,0.442,0.522,1,0.201,"Rockets","Houston",240,102.3,105.1,124.9,123,-22.6,-17.9,1,12.7,100.06,99.5,82.92,99,0.4
"team",22200858,"SAS",1610612759,0.628,0.419,0.694,0.544,17.857,18.9,0.553,0.581,1,0.195,"Spurs","San Antonio",240,108.1,114.7,127.2,123.2,-19,-8.4,1.5,19.5,96.4,95,79.17,95,0.449
"team",22200858,"CLE",1610612739,0.477,0.306,0.581,0.456,15.217,14.7,0.622,0.657,1,0.202,"Cavaliers","Cleveland",240,127.2,123.2,108.1,114.7,19,8.4,1.5,16.9,96.4,95,79.17,95,0.551
"team",22200872,"WAS",1610612764,0.622,0.235,0.764,0.562,16.051,16.5,0.677,0.71,1,0.193,"Wizards","Washington",240,126.4,129.9,104.6,104.1,21.8,25.8,1.75,21.1,98.12,97,80.83,97,0.635
"team",22200872,"POR",1610612757,0.556,0.236,0.765,0.438,12.428,12.4,0.488,0.523,1,0.199,"Trail Blazers","Portland",240,104.6,104.1,126.4,129.9,-21.8,-25.8,1.67,15.6,98.12,97,80.83,97,0.365
"team",22200870,"SAC",1610612758,0.622,0.313,0.725,0.5,17.425,17,0.53,0.583,1,0.203,"Kings","Sacramento",240,111.7,109,117.6,122.4,-5.9,-13.4,1.35,17.2,99.8,99,82.5,100,0.411
"team",22200870,"PHX",1610612756,0.66,0.275,0.688,0.5,14.7,15.3,0.608,0.631,1,0.194,"Suns","Phoenix",240,117.6,122.4,111.7,109,5.9,13.4,2.2,23.1,99.8,99,82.5,98,0.589
"team",22200871,"LAC",1610612746,0.673,0.364,0.721,0.54,8.19,8.3,0.625,0.659,1,0.199,"Clippers","LA",240,137.2,139.6,126.7,129.2,10.5,10.4,4.13,23.1,97.78,96,80,96,0.544
"team",22200871,"GSW",1610612744,0.622,0.279,0.636,0.46,11.238,11.5,0.633,0.653,1,0.198,"Warriors","Golden State",240,126.7,129.2,137.2,139.6,-10.5,-10.4,2.55,20.9,97.78,96,80,96,0.456
"team",22200868,"TOR",1610612761,0.62,0.389,0.674,0.544,20.243,20.2,0.651,0.67,1,0.195,"Raptors","Toronto",240,124.5,124.2,110.9,114.1,13.6,10.1,1.55,21.7,100.36,99,82.5,99,0.589
"team",22200868,"ORL",1610612753,0.605,0.326,0.611,0.456,18.642,19.2,0.589,0.615,1,0.198,"Magic","Orlando",240,110.9,114.1,124.5,124.2,-13.6,-10.1,1.37,19,100.36,99,82.5,99,0.411
"team",22200869,"MIL",1610612749,0.674,0.26,0.836,0.562,16.608,16.7,0.578,0.621,1,0.198,"Bucks","Milwaukee",265,114.5,114.9,110.8,109.6,3.7,5.3,1.53,18.9,102.88,103.25,86.04,114,0.527
"team",22200869,"BOS",1610612738,0.609,0.164,0.74,0.438,11.525,11.4,0.551,0.58,1,0.199,"Celtics","Boston",265,110.8,109.6,114.5,114.9,-3.7,-5.3,2.15,18.8,102.88,103.25,86.04,114,0.473
"team",22200876,"NYK",1610612752,0.356,0.288,0.831,0.577,9.463,9.8,0.542,0.577,1,0.195,"Knicks","New York",240,115.4,119.6,97.8,100,17.6,19.6,1.6,12.2,104.46,101.5,84.58,102,0.551
"team",22200876,"ATL",1610612737,0.625,0.169,0.712,0.423,4.843,5,0.438,0.475,1,0.198,"Hawks","Atlanta",240,97.8,100,115.4,119.6,-17.6,-19.6,5,18.3,104.46,101.5,84.58,101,0.449
"team",22200879,"UTA",1610612762,0.571,0.412,0.691,0.571,22.148,23.3,0.527,0.559,1,0.196,"Jazz","Utah",240,102.4,107.8,111.4,114.7,-9,-6.9,1,16.3,106.68,102.5,85.42,103,0.496
"team",22200879,"MEM",1610612763,0.558,0.309,0.588,0.429,3.81,3.9,0.467,0.496,1,0.2,"Grizzlies","Memphis",240,111.4,114.7,102.4,107.8,9,6.9,6,16.4,106.68,102.5,85.42,102,0.504
"team",22200880,"OKC",1610612760,0.5,0.265,0.683,0.495,10.121,10.5,0.534,0.618,1,0.195,"Thunder","Oklahoma City",240,122.4,126.7,87.5,90.6,34.9,36.1,1.91,15,109.2,105.5,87.92,105,0.745
"team",22200880,"HOU",1610612745,0.667,0.317,0.735,0.505,16.405,17,0.393,0.454,1,0.196,"Rockets","Houston",240,87.5,90.6,122.4,126.7,-34.9,-36.1,1.11,13.9,109.2,105.5,87.92,106,0.255
"team",22200875,"PHI",1610612755,0.615,0.282,0.767,0.537,12.664,13,0.583,0.65,1,0.195,"76ers","Philadelphia",240,124.5,128.3,123.1,121.7,1.4,6.5,2,18.9,92.88,92,76.67,92,0.515
"team",22200875,"CLE",1610612739,0.561,0.233,0.718,0.463,8.791,8.7,0.561,0.602,1,0.198,"Cavaliers","Cleveland",240,123.1,121.7,124.5,128.3,-1.4,-6.5,2.88,18.5,92.88,92,76.67,92,0.485
"team",22200881,"DEN",1610612743,0.708,0.189,0.848,0.554,13.32,13.3,0.637,0.651,1,0.199,"Nuggets","Denver",240,120.9,120.4,110.3,111.2,10.6,9.2,2.62,24.7,98.2,98,81.67,98,0.577
"team",22200881,"DAL",1610612742,0.641,0.152,0.811,0.446,12.146,12.2,0.548,0.587,1,0.197,"Mavericks","Dallas",240,110.3,111.2,120.9,120.4,-10.6,-9.2,2.08,19.3,98.2,98,81.67,98,0.423
"team",22200882,"NOP",1610612740,0.615,0.291,0.83,0.539,14.77,14.7,0.478,0.512,1,0.201,"Pelicans","New Orleans",240,100.4,100,115.6,118.8,-15.1,-18.8,1.6,17.3,102.7,101.5,84.58,102,0.4
"team",22200882,"LAL",1610612747,0.727,0.17,0.709,0.461,10.593,10.9,0.59,0.607,1,0.195,"Lakers","Los Angeles",240,115.6,118.8,100.4,100,15.1,18.8,2.91,22.6,102.7,101.5,84.58,101,0.6
"team",22200878,"MIA",1610612748,0.5,0.327,0.811,0.535,8.718,8.8,0.506,0.548,1,0.2,"Heat","Miami",240,114.4,115.4,126.4,128.9,-11.9,-13.5,2.38,15.5,91.78,90.5,75.42,91,0.451
"team",22200878,"BKN",1610612751,0.634,0.189,0.673,0.465,11.983,12.2,0.643,0.676,1,0.198,"Nets","Brooklyn",240,126.4,128.9,114.4,115.4,11.9,13.5,2.36,21.2,91.78,90.5,75.42,90,0.549
"team",22200877,"DET",1610612765,0.558,0.182,0.727,0.455,14.136,14.4,0.577,0.599,1,0.2,"Pistons","Detroit",240,110.1,112.4,127.8,128.3,-17.7,-15.9,1.71,18.6,99.22,98,81.67,97,0.422
"team",22200877,"BOS",1610612738,0.612,0.273,0.818,0.545,11.066,11.1,0.647,0.659,1,0.199,"Celtics","Boston",240,127.8,128.3,110.1,112.4,17.7,15.9,2.73,21.8,99.22,98,81.67,99,0.578
"team",22200874,"IND",1610612754,0.692,0.233,0.822,0.534,18.151,18.8,0.585,0.638,1,0.192,"Pacers","Indiana",240,111.8,115.8,111.6,114.1,0.2,1.7,1.42,19.6,102.96,100,83.33,101,0.518
"team",22200874,"CHI",1610612741,0.561,0.178,0.767,0.466,13.829,14.1,0.577,0.606,1,0.198,"Bulls","Chicago",240,111.6,114.1,111.8,115.8,-0.2,-1.7,1.64,17.7,102.96,100,83.33,99,0.482
"team",22200873,"SAS",1610612759,0.585,0.377,0.69,0.52,13.538,13.8,0.444,0.475,1,0.2,"Spurs","San Antonio",240,99.3,100.9,109.3,112.1,-10.1,-11.2,1.6,15.5,110.28,108,90,109,0.415
"team",22200873,"CHA",1610612766,0.605,0.31,0.623,0.48,14.577,15,0.521,0.552,1,0.199,"Hornets","Charlotte",240,109.3,112.1,99.3,100.9,10.1,11.2,1.63,17.2,110.28,108,90,107,0.585
"team",22200885,"PHX",1610612756,0.714,0.245,0.744,0.478,13.587,14.1,0.534,0.557,1,0.194,"Suns","Phoenix",240,103.8,108.1,116.1,117.2,-12.3,-9.1,2.14,21.4,101.46,99,82.5,99,0.446
"team",22200885,"LAC",1610612746,0.725,0.256,0.755,0.522,14.017,14.1,0.555,0.618,1,0.2,"Clippers","LA",240,116.1,117.2,103.8,108.1,12.3,9.1,2.07,21.2,101.46,99,82.5,99,0.554
"team",22200884,"WAS",1610612764,0.581,0.296,0.649,0.477,15.169,15.5,0.526,0.556,1,0.196,"Wizards","Washington",240,108.1,110.7,99.4,102.9,8.7,7.8,1.56,17.4,106.08,103,85.83,103,0.554
"team",22200884,"MIN",1610612750,0.538,0.351,0.704,0.523,16.873,17.5,0.453,0.506,1,0.197,"Timberwolves","Minnesota",240,99.4,102.9,108.1,110.7,-8.7,-7.8,1.17,14.6,106.08,103,85.83,103,0.446
"team",22200883,"MIL",1610612749,0.6,0.224,0.694,0.486,9.383,9.5,0.557,0.584,1,0.196,"Bucks","Milwaukee",240,116.8,117.9,102.8,105.3,13.9,12.6,2.67,18.6,96.58,95,79.17,95,0.589
"team",22200883,"CHI",1610612741,0.514,0.306,0.776,0.514,6.17,6.3,0.433,0.471,1,0.198,"Bulls","Chicago",240,102.8,105.3,116.8,117.9,-13.9,-12.6,3.17,14.5,96.58,95,79.17,95,0.411
"team",22200889,"PHI",1610612755,0.735,0.269,0.696,0.491,11.446,12,0.482,0.551,1,0.197,"76ers","Philadelphia",240,104.9,110,104.1,105,0.8,5,2.08,18.3,102.84,100,83.33,100,0.519
"team",22200889,"MEM",1610612763,0.647,0.304,0.731,0.509,10.908,11,0.431,0.511,1,0.202,"Grizzlies","Memphis",240,104.1,105,104.9,110,-0.8,-5,2,16.2,102.84,100,83.33,100,0.481
"team",22200894,"SAC",1610612758,0.574,0.341,0.745,0.565,17.202,17.6,0.635,0.674,1,0.199,"Kings","Sacramento",240,127.1,130.4,111,113.7,16.1,16.7,1.5,18.8,104.56,102,85,102,0.589
"team",22200894,"POR",1610612757,0.605,0.255,0.659,0.435,12.443,12.7,0.548,0.577,1,0.197,"Trail Blazers","Portland",240,111,113.7,127.1,130.4,-16.1,-16.7,2,18.6,104.56,102,85,102,0.411
"team",22200893,"LAL",1610612747,0.714,0.327,0.706,0.547,14.959,15.2,0.581,0.614,1,0.2,"Lakers","Los Angeles",240,115.9,118.1,103.5,105.7,12.4,12.4,1.88,20.4,107.1,105,87.5,105,0.601
"team",22200893,"GSW",1610612744,0.6,0.294,0.673,0.453,9.325,9.5,0.448,0.486,1,0.198,"Warriors","Golden State",240,103.5,105.7,115.9,118.1,-12.4,-12.4,2.4,16.2,107.1,105,87.5,105,0.399
"team",22200887,"IND",1610612754,0.673,0.304,0.569,0.443,13.802,14.3,0.638,0.666,1,0.195,"Pacers","Indiana",265,127,131.4,134.7,136.5,-7.7,-5.1,2.2,21.8,96.96,94.64,78.87,105,0.48
"team",22200887,"BOS",1610612738,0.608,0.431,0.696,0.557,14.226,14.4,0.606,0.643,1,0.198,"Celtics","Boston",265,134.7,136.5,127,131.4,7.7,5.1,2.07,19.8,96.96,94.64,78.87,104,0.52
"team",22200891,"SAS",1610612759,0.667,0.255,0.878,0.545,16.486,16.7,0.581,0.603,1,0.194,"Spurs","San Antonio",240,112.5,113.7,139.4,140.6,-26.9,-26.9,1.76,21,102.48,101.5,84.58,102,0.406
"team",22200891,"DAL",1610612742,0.587,0.122,0.745,0.455,6.874,6.9,0.695,0.726,1,0.198,"Mavericks","Dallas",240,139.4,140.6,112.5,113.7,26.9,26.9,3.86,20.5,102.48,101.5,84.58,101,0.594
"team",22200888,"ORL",1610612753,0.692,0.305,0.766,0.509,13.069,13.9,0.474,0.514,1,0.196,"Magic","Orlando",240,100.8,106.9,101.6,102.9,-0.7,4,1.93,18.5,105.74,102,85,101,0.519
"team",22200888,"DET",1610612765,0.595,0.234,0.695,0.491,20.123,20.4,0.562,0.593,1,0.196,"Pistons","Detroit",240,101.6,102.9,100.8,106.9,0.7,-4,1.05,16.6,105.74,102,85,103,0.481
"team",22200886,"DEN",1610612743,0.769,0.396,0.653,0.526,17.369,17,0.565,0.611,1,0.2,"Nuggets","Denver",240,124.8,122.3,112.6,118.5,12.2,3.9,1.88,21.4,94.46,93,77.5,94,0.528
"team",22200886,"CLE",1610612739,0.558,0.347,0.604,0.474,11.364,12,0.511,0.552,1,0.195,"Cavaliers","Cleveland",240,112.6,118.5,124.8,122.3,-12.2,-3.9,2.18,17.9,94.46,93,77.5,92,0.472
"team",22200892,"UTA",1610612762,0.619,0.417,0.643,0.538,18.823,19.6,0.485,0.536,1,0.197,"Jazz","Utah",265,102.7,107.1,103.6,107.2,-0.9,-0.1,1.18,16.3,104.95,100.98,84.15,112,0.519
"team",22200892,"OKC",1610612760,0.511,0.357,0.583,0.462,9.575,9.9,0.438,0.48,1,0.199,"Thunder","Oklahoma City",265,103.6,107.2,102.7,107.1,0.9,0.1,2.09,14.6,104.95,100.98,84.15,111,0.481
"team",22200890,"TOR",1610612761,0.395,0.255,0.813,0.525,11.538,11.8,0.516,0.558,1,0.197,"Raptors","Toronto",240,110.6,112.7,107.8,106.8,2.7,5.9,1.42,12.9,103,102.5,85.42,102,0.51
"team",22200890,"NOP",1610612740,0.59,0.188,0.745,0.475,12.745,12.6,0.542,0.579,1,0.202,"Pelicans","New Orleans",240,107.8,106.8,110.6,112.7,-2.7,-5.9,1.77,17.6,103,102.5,85.42,103,0.49
"team",22200896,"CLE",1610612739,0.5,0.208,0.778,0.452,10.81,10.7,0.528,0.591,1,0.2,"Cavaliers","Cleveland",240,116.9,115.5,130.6,132,-13.7,-16.5,1.82,15.2,102.94,103,85.83,103,0.403
"team",22200896,"ATL",1610612737,0.56,0.222,0.792,0.548,13.446,13.6,0.676,0.715,1,0.2,"Hawks","Atlanta",240,130.6,132,116.9,115.5,13.7,16.5,2,20.4,102.94,103,85.83,103,0.597
"team",22200895,"WAS",1610612764,0.641,0.225,0.673,0.472,18.947,19.6,0.614,0.647,1,0.196,"Wizards","Washington",240,108.7,112.4,116.1,119.8,-7.4,-7.4,1.32,19.5,99.66,96.5,80.42,97,0.481
"team",22200895,"NYK",1610612752,0.467,0.327,0.775,0.528,12.116,12.5,0.554,0.581,1,0.2,"Knicks","New York",240,116.1,119.8,108.7,112.4,7.4,7.4,1.75,15.9,99.66,96.5,80.42,96,0.519
"team",22200902,"SAC",1610612758,0.508,0.28,0.762,0.5,11.592,11.5,0.667,0.696,1,0.201,"Kings","Sacramento",290,136,135.4,132.7,133.6,3.3,1.8,2.2,18.9,108.1,108,90,130,0.505
"team",22200902,"LAC",1610612746,0.661,0.238,0.72,0.5,18.962,19.1,0.735,0.769,1,0.197,"Clippers","LA",290,132.7,133.6,136,135.4,-3.3,-1.8,1.56,21.9,108.1,108,90,131,0.495
"team",22200901,"HOU",1610612745,0.639,0.254,0.786,0.475,7.316,7.2,0.451,0.497,1,0.199,"Rockets","Houston",240,105.6,104.1,118.5,122.1,-12.9,-18,3.29,17.5,96.8,96,80,97,0.452
"team",22200901,"GSW",1610612744,0.73,0.214,0.746,0.525,19.404,20,0.641,0.675,1,0.196,"Warriors","Golden State",240,118.5,122.1,105.6,104.1,12.9,18,1.42,20.5,96.8,96,80,95,0.548
"team",22200897,"MIL",1610612749,0.574,0.269,0.828,0.564,11.074,11.3,0.577,0.602,1,0.196,"Bucks","Milwaukee",240,118.1,120.8,95.2,93.4,22.9,27.4,2.25,18.6,106.18,106,88.33,106,0.622
"team",22200897,"MIA",1610612748,0.583,0.172,0.731,0.436,9.615,9.4,0.44,0.481,1,0.202,"Heat","Miami",240,95.2,93.4,118.1,120.8,-22.9,-27.4,2.1,15.7,106.18,106,88.33,106,0.378
"team",22200900,"CHI",1610612741,0.5,0.295,0.865,0.604,11.075,11.2,0.636,0.653,1,0.196,"Bulls","Chicago",240,131.9,133.7,88.5,87,43.4,46.7,2.27,18.3,98.84,99,82.5,98,0.74
"team",22200900,"BKN",1610612751,0.7,0.135,0.705,0.396,14.233,14,0.444,0.487,1,0.197,"Nets","Brooklyn",240,88.5,87,131.9,133.7,-43.4,-46.7,1.5,16.9,98.84,99,82.5,100,0.26
"team",22200899,"PHX",1610612756,0.548,0.294,0.702,0.509,10.991,11,0.544,0.596,1,0.198,"Suns","Phoenix",240,123.9,124,114.4,115,9.5,9,2.09,16.7,100.32,100,83.33,100,0.538
"team",22200899,"OKC",1610612760,0.659,0.298,0.706,0.491,8.95,9,0.511,0.545,1,0.201,"Thunder","Oklahoma City",240,114.4,115,123.9,124,-9.5,-9,3,19.1,100.32,100,83.33,100,0.462
"team",22200898,"MIN",1610612750,0.543,0.192,0.765,0.476,14.674,15.2,0.554,0.565,1,0.195,"Timberwolves","Minnesota",240,103.6,107.6,116,114.2,-12.4,-6.5,1.56,17.7,106.68,105.5,87.92,105,0.45
"team",22200898,"CHA",1610612766,0.581,0.235,0.808,0.524,10.544,10.4,0.522,0.58,1,0.199,"Hornets","Charlotte",240,116,114.2,103.6,107.6,12.4,6.5,2.27,17.8,106.68,105.5,87.92,106,0.55
"team",22200905,"ORL",1610612753,0.457,0.368,0.745,0.554,13.243,14,0.422,0.506,1,0.199,"Magic","Orlando",240,102.2,108,115.1,118.6,-12.9,-10.6,1.14,11.7,105.44,101,84.17,100,0.416
"team",22200905,"IND",1610612754,0.729,0.255,0.632,0.446,9.509,9.8,0.561,0.575,1,0.191,"Pacers","Indiana",240,115.1,118.6,102.2,108,12.9,10.6,3.5,23.3,105.44,101,84.17,102,0.584
"team",22200904,"MIA",1610612748,0.75,0.22,0.765,0.495,16.988,17.3,0.469,0.542,1,0.197,"Heat","Miami",240,97.2,99,104,103.8,-6.8,-4.8,1.33,17.5,104.92,104,86.67,104,0.462
"team",22200904,"CHA",1610612766,0.526,0.235,0.78,0.505,14.44,14.4,0.489,0.541,1,0.198,"Hornets","Charlotte",240,104,103.8,97.2,99,6.8,4.8,1.33,14.8,104.92,104,86.67,104,0.538
"team",22200903,"TOR",1610612761,0.667,0.238,0.661,0.443,7.924,8.2,0.415,0.461,1,0.198,"Raptors","Toronto",240,94.1,96.9,91.8,93.8,2.3,3.1,2.75,16.5,100.06,97.5,81.25,98,0.512
"team",22200903,"DET",1610612765,0.684,0.339,0.762,0.557,16.136,16.5,0.436,0.454,1,0.195,"Pistons","Detroit",240,91.8,93.8,94.1,96.9,-2.3,-3.1,1.63,18.3,100.06,97.5,81.25,97,0.488
"team",22200906,"NYK",1610612752,0.533,0.318,0.754,0.578,17.904,18.3,0.619,0.652,1,0.198,"Knicks","New York",240,120.6,123.1,100.7,101.9,19.9,21.2,1.26,17,105.68,104,86.67,104,0.572
"team",22200906,"NOP",1610612740,0.625,0.246,0.682,0.422,6.651,6.7,0.431,0.476,1,0.2,"Pelicans","New Orleans",240,100.7,101.9,120.6,123.1,-19.9,-21.2,3.57,17.5,105.68,104,86.67,104,0.428
"team",22200908,"PHI",1610612755,0.543,0.234,0.778,0.5,10.482,10.3,0.506,0.573,1,0.201,"76ers","Philadelphia",240,112.2,110.3,115.4,114.6,-3.3,-4.3,1.9,15.5,95.34,96.5,80.42,97,0.513
"team",22200908,"BOS",1610612738,0.465,0.222,0.766,0.5,13.644,13.5,0.593,0.603,1,0.198,"Celtics","Boston",240,115.4,114.6,112.2,110.3,3.3,4.3,1.54,16.1,95.34,96.5,80.42,96,0.487
"team",22200909,"UTA",1610612762,0.674,0.327,0.733,0.545,15.192,15.7,0.522,0.566,1,0.194,"Jazz","Utah",240,112,115.7,95.1,99,16.9,16.7,1.81,19.4,106.28,102.5,85.42,102,0.618
"team",22200909,"SAS",1610612759,0.553,0.267,0.673,0.455,9.325,9.7,0.438,0.48,1,0.198,"Spurs","San Antonio",240,95.1,99,112,115.7,-16.9,-16.7,2.1,15.3,106.28,102.5,85.42,103,0.382
"team",22200907,"MEM",1610612763,0.556,0.275,0.782,0.538,12.058,12,0.553,0.568,1,0.199,"Grizzlies","Memphis",240,112.5,112,94.8,95.9,17.7,16.1,2.08,18.4,99.34,99,82.5,100,0.592
"team",22200907,"DEN",1610612743,0.611,0.218,0.725,0.462,15.127,15.3,0.466,0.494,1,0.2,"Nuggets","Denver",240,94.8,95.9,112.5,112,-17.7,-16.1,1.47,16.6,99.34,99,82.5,98,0.408
"team",22200914,"TOR",1610612761,0.528,0.271,0.805,0.49,13.917,14.4,0.435,0.467,1,0.197,"Raptors","Toronto",240,92.4,95.9,122.7,121.6,-30.3,-25.8,1.36,14.3,98.38,97,80.83,97,0.338
"team",22200914,"CLE",1610612739,0.705,0.195,0.729,0.51,14.559,14.4,0.631,0.654,1,0.196,"Cavaliers","Cleveland",240,122.7,121.6,92.4,95.9,30.3,25.8,2.21,22.9,98.38,97,80.83,97,0.662
"team",22200915,"SAC",1610612758,0.711,0.341,0.75,0.554,19.501,20,0.635,0.649,1,0.196,"Kings","Sacramento",240,120.9,124,113.7,112.7,7.2,11.3,1.6,21.7,101.84,101,84.17,100,0.543
"team",22200915,"OKC",1610612760,0.585,0.25,0.659,0.446,13.845,13.7,0.57,0.598,1,0.2,"Thunder","Oklahoma City",240,113.7,112.7,120.9,124,-7.2,-11.3,1.71,17.9,101.84,101,84.17,102,0.457
"team",22200913,"LAL",1610612747,0.595,0.345,0.719,0.53,10.647,10.9,0.464,0.508,1,0.196,"Lakers","Los Angeles",240,107.4,109.9,102.7,106.9,4.7,3,2.27,17.2,104.24,101,84.17,101,0.566
"team",22200913,"DAL",1610612742,0.538,0.281,0.655,0.47,16.166,16.8,0.527,0.545,1,0.196,"Mavericks","Dallas",240,102.7,106.9,107.4,109.9,-4.7,-3,1.24,15.3,104.24,101,84.17,101,0.434
"team",22200918,"LAC",1610612746,0.545,0.137,0.667,0.402,11.797,11.9,0.55,0.601,1,0.194,"Clippers","LA",265,112.5,113.8,116.9,121.8,-4.4,-8.1,1.85,17.1,101.81,99.17,82.64,109,0.451
"team",22200918,"DEN",1610612743,0.714,0.333,0.863,0.598,13.957,14.5,0.578,0.611,1,0.196,"Nuggets","Denver",265,116.9,121.8,112.5,113.8,4.4,8.1,2.19,21.8,101.81,99.17,82.64,110,0.549
"team",22200917,"POR",1610612757,0.476,0.184,0.567,0.418,13.944,14.1,0.675,0.709,1,0.197,"Trail Blazers","Portland",240,130.5,132.3,106.5,112.9,23.9,19.5,1.43,15.8,103.7,100,83.33,99,0.589
"team",22200917,"HOU",1610612745,0.533,0.433,0.816,0.582,13.084,13.9,0.485,0.514,1,0.197,"Rockets","Houston",240,106.5,112.9,130.5,132.3,-23.9,-19.5,1.71,16.1,103.7,100,83.33,101,0.411
"team",22200911,"BKN",1610612751,0.465,0.205,0.667,0.446,9.638,9.5,0.575,0.637,1,0.199,"Nets","Brooklyn",240,122.4,121,122.5,125.2,-0.1,-4.3,2,15.4,104.54,104,86.67,105,0.514
"team",22200911,"ATL",1610612737,0.444,0.333,0.795,0.554,15.192,15.5,0.589,0.63,1,0.199,"Hawks","Atlanta",240,122.5,125.2,122.4,121,0.1,4.3,1.25,14.5,104.54,104,86.67,103,0.486
"team",22200912,"WAS",1610612764,0.688,0.333,0.756,0.522,17.754,18,0.461,0.476,1,0.2,"Wizards","Washington",240,91,92.1,114,117.2,-23,-25.1,1.38,17.7,89.8,88,73.33,89,0.374
"team",22200912,"CHI",1610612741,0.525,0.244,0.667,0.478,12.293,12.6,0.557,0.59,1,0.191,"Bulls","Chicago",240,114,117.2,91,92.1,23,25.1,1.91,17.7,89.8,88,73.33,87,0.626
"team",22200916,"MIN",1610612750,0.684,0.263,0.655,0.455,15.203,15.7,0.517,0.524,1,0.198,"Timberwolves","Minnesota",240,98.8,102,106.2,106.9,-7.3,-4.9,1.63,18.4,103.96,102,85,102,0.469
"team",22200916,"GSW",1610612744,0.59,0.345,0.737,0.545,17.53,17.6,0.511,0.541,1,0.197,"Warriors","Golden State",240,106.2,106.9,98.8,102,7.3,4.9,1.28,16.2,103.96,102,85,102,0.531
"team",22200910,"PHX",1610612756,0.525,0.383,0.704,0.535,12.285,12.8,0.463,0.482,1,0.199,"Suns","Phoenix",240,103.4,107.4,107,109.5,-3.6,-2,1.75,15.3,97.46,94.5,78.75,94,0.49
"team",22200910,"MIL",1610612749,0.395,0.296,0.617,0.465,12.341,12.6,0.511,0.54,1,0.198,"Bucks","Milwaukee",240,107,109.5,103.4,107.4,3.6,2,1.25,12.2,97.46,94.5,78.75,95,0.51
"team",22200920,"PHI",1610612755,0.625,0.409,0.688,0.554,20.764,21.7,0.507,0.58,1,0.197,"76ers","Philadelphia",240,102.8,107.6,110.2,112.2,-7.4,-4.6,1,16,94,91,75.83,92,0.482
"team",22200920,"MIA",1610612748,0.6,0.313,0.591,0.446,14.18,14.4,0.525,0.557,1,0.201,"Heat","Miami",240,110.2,112.2,102.8,107.6,7.4,4.6,1.62,16.8,94,91,75.83,90,0.518
