"typeResult","idGame","slugTeam","idTeam","pctAST","pctOREB","pctDREB","pctTREB","pctTOVE","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","teamName","cityTeam","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","pacePer40PACE_PER40","possessions","ratioPIE"
"team",22200812,"HOU",1610612745,0.614,0.362,0.769,0.547,13.785,14,0.574,0.609,1,0.199,"Rockets","Houston",240,118.2,120,140.1,142.9,-22,-22.9,1.93,19.3,100.74,99,82.5,100,0.424
"team",22200811,"SAS",1610612759,0.625,0.176,0.825,0.462,16.441,16.5,0.489,0.533,1,0.199,"Spurs","San Antonio",240,95,95.4,119.6,118.5,-24.6,-23.1,1.39,17.8,108.24,108.5,90.42,109,0.356
"team",22200811,"CHI",1610612741,0.54,0.175,0.824,0.538,13.084,13,0.596,0.64,1,0.198,"Bulls","Chicago",240,119.6,118.5,95,95.4,24.6,23.1,1.93,19.1,108.24,108.5,90.42,108,0.644
"team",22200810,"LAC",1610612746,0.455,0.275,0.826,0.536,8.721,8.8,0.543,0.589,1,0.194,"Clippers","LA",240,120.2,121.6,114.1,114.9,6.1,6.7,2.22,14.9,102.44,101.5,84.58,102,0.556
"team",22200810,"BKN",1610612751,0.512,0.174,0.725,0.464,15.736,15.8,0.583,0.619,1,0.197,"Nets","Brooklyn",240,114.1,114.9,120.2,121.6,-6.1,-6.7,1.31,16.1,102.44,101.5,84.58,101,0.444
"team",22200808,"DET",1610612765,0.595,0.189,0.766,0.46,9.352,9.5,0.477,0.514,1,0.198,"Pistons","Detroit",240,102.9,104.2,117.8,115.6,-14.9,-11.4,2.44,17.3,95.24,95.5,79.58,95,0.453
"team",22200808,"BOS",1610612738,0.641,0.234,0.811,0.54,12.733,12.5,0.566,0.602,1,0.198,"Celtics","Boston",240,117.8,115.6,102.9,104.2,14.9,11.4,2.08,19.3,95.24,95.5,79.58,96,0.547
"team",22200809,"WAS",1610612764,0.571,0.184,0.789,0.448,14.38,14.4,0.463,0.504,1,0.199,"Wizards","Washington",240,93.5,93.8,117.8,117.5,-24.3,-23.7,1.43,16.1,97.08,97,80.83,97,0.376
"team",22200809,"CLE",1610612739,0.591,0.211,0.816,0.552,17.562,17.5,0.641,0.657,1,0.195,"Cavaliers","Cleveland",240,117.8,117.5,93.5,93.8,24.3,23.7,1.53,20,97.08,97,80.83,97,0.624
"team",22200821,"OKC",1610612760,0.653,0.196,0.78,0.471,11.949,11.6,0.612,0.647,1,0.2,"Thunder","Oklahoma City",240,122.2,118.8,116.7,117.1,5.6,1.6,2.46,21.7,110.12,111.5,92.92,112,0.526
"team",22200821,"LAL",1610612747,0.551,0.22,0.804,0.529,18.844,18.9,0.659,0.674,1,0.199,"Lakers","Los Angeles",240,116.7,117.1,122.2,118.8,-5.6,-1.6,1.29,18.7,110.12,111.5,92.92,111,0.474
"team",22200816,"ORL",1610612753,0.622,0.244,0.702,0.478,12.014,12.4,0.506,0.547,1,0.199,"Magic","Orlando",240,107,110.1,114.1,112.1,-7.1,-2,2.09,18.6,90.46,90,75,89,0.503
"team",22200816,"NYK",1610612752,0.568,0.298,0.756,0.522,12.31,12.1,0.549,0.571,1,0.199,"Knicks","New York",240,114.1,112.1,107,110.1,7.1,2,1.91,17.3,90.46,90,75,91,0.497
"team",22200819,"MEM",1610612763,0.564,0.111,0.656,0.425,14.107,14,0.549,0.576,1,0.198,"Grizzlies","Memphis",240,104.8,104,82.5,88.1,22.3,15.9,1.57,17.4,103.56,100.5,83.75,100,0.581
"team",22200819,"CHI",1610612741,0.75,0.344,0.889,0.575,18.539,19.8,0.408,0.45,1,0.197,"Bulls","Chicago",240,82.5,88.1,104.8,104,-22.3,-15.9,1.2,16.8,103.56,100.5,83.75,101,0.419
"team",22200818,"NOP",1610612740,0.622,0.333,0.7,0.52,10.284,10.5,0.56,0.579,1,0.198,"Pelicans","New Orleans",240,119.3,122.1,109.2,111.5,10.1,10.6,2.8,20.3,97.62,95.5,79.58,95,0.543
"team",22200818,"ATL",1610612737,0.789,0.3,0.667,0.48,12.245,12.5,0.518,0.557,1,0.198,"Hawks","Atlanta",240,109.2,111.5,119.3,122.1,-10.1,-10.6,2.5,21.7,97.62,95.5,79.58,96,0.457
"team",22200817,"PHX",1610612756,0.721,0.353,0.791,0.553,14.518,14.6,0.516,0.556,1,0.199,"Suns","Phoenix",240,112.3,112.6,107,108.7,5.2,3.9,2.07,20.6,103.98,103,85.83,103,0.511
"team",22200817,"BKN",1610612751,0.658,0.209,0.647,0.447,16.246,16.5,0.538,0.604,1,0.199,"Nets","Brooklyn",240,107,108.7,112.3,112.6,-5.2,-3.9,1.47,18.6,103.98,103,85.83,103,0.489
"team",22200820,"MIN",1610612750,0.6,0.191,0.763,0.447,16.123,16,0.529,0.581,1,0.201,"Timberwolves","Minnesota",240,106.2,105.7,135.6,136.4,-29.4,-30.8,1.41,17.5,106.56,106.5,88.75,106,0.355
"team",22200820,"DEN",1610612743,0.759,0.237,0.809,0.553,10.215,10.3,0.694,0.711,1,0.197,"Nuggets","Denver",240,135.6,136.4,106.2,105.7,29.4,30.8,4,27.9,106.56,106.5,88.75,107,0.645
"team",22200828,"UTA",1610612762,0.614,0.355,0.714,0.5,7.902,7.8,0.476,0.516,1,0.2,"Jazz","Utah",240,116.6,115.7,136.8,140.2,-20.3,-24.5,3.38,18.1,102.88,102,85,102,0.399
"team",22200828,"MIN",1610612750,0.625,0.286,0.645,0.5,10.524,10.8,0.689,0.704,1,0.197,"Timberwolves","Minnesota",240,136.8,140.2,116.6,115.7,20.3,24.5,3.18,23.7,102.88,102,85,102,0.601
"team",22200827,"SAC",1610612758,0.63,0.271,0.564,0.402,8.637,8.9,0.554,0.618,1,0.198,"Kings","Sacramento",240,124.8,128.7,125.1,125.5,-0.3,3.2,3.22,20.3,103.26,101.5,84.58,101,0.523
"team",22200827,"HOU",1610612745,0.532,0.436,0.729,0.598,18.569,18.6,0.605,0.651,1,0.198,"Rockets","Houston",240,125.1,125.5,124.8,128.7,0.3,-3.2,1.32,17.6,103.26,101.5,84.58,102,0.477
"team",22200826,"TOR",1610612761,0.488,0.255,0.782,0.539,16.154,16.2,0.545,0.576,1,0.198,"Raptors","Toronto",240,106.4,106.7,90.8,94.2,15.6,12.4,1.24,15.5,106.56,104.5,87.08,105,0.585
"team",22200826,"SAS",1610612759,0.686,0.218,0.745,0.461,14.831,15.4,0.454,0.496,1,0.193,"Spurs","San Antonio",240,90.8,94.2,106.4,106.7,-15.6,-12.4,1.5,17.3,106.56,104.5,87.08,104,0.415
"team",22200824,"PHI",1610612755,0.541,0.196,0.789,0.449,7.709,7.9,0.506,0.539,1,0.196,"76ers","Philadelphia",240,109,111.2,117.3,117.8,-8.2,-6.5,2.86,16.8,90.6,89.5,74.58,89,0.46
"team",22200824,"BOS",1610612738,0.625,0.211,0.804,0.551,16.593,16.7,0.651,0.659,1,0.195,"Celtics","Boston",240,117.3,117.8,109,111.2,8.2,6.5,1.67,20.8,90.6,89.5,74.58,90,0.54
"team",22200825,"MIA",1610612748,0.568,0.349,0.826,0.596,13.806,13.7,0.506,0.603,1,0.196,"Heat","Miami",240,123.2,122.1,115.2,116.8,8,5.3,1.62,16.1,95.24,95,79.17,95,0.555
"team",22200825,"IND",1610612754,0.632,0.174,0.651,0.404,11.42,11.6,0.583,0.614,1,0.199,"Pacers","Indiana",240,115.2,116.8,123.2,122.1,-8,-5.3,2.18,19.2,95.24,95,79.17,95,0.445
"team",22200822,"DET",1610612765,0.633,0.25,0.553,0.394,14.906,15.2,0.42,0.478,1,0.198,"Pistons","Detroit",240,90.5,92.4,115.3,122.8,-24.8,-30.4,1.36,15.6,95.96,92,76.67,92,0.317
"team",22200822,"CLE",1610612739,0.698,0.447,0.75,0.606,13.265,14.1,0.529,0.577,1,0.195,"Cavaliers","Cleveland",240,115.3,122.8,90.5,92.4,24.8,30.4,2.31,21.3,95.96,92,76.67,92,0.683
"team",22200830,"POR",1610612757,0.581,0.371,0.731,0.586,20.776,21.2,0.603,0.679,1,0.196,"Trail Blazers","Portland",240,123.7,126.3,119.1,122,4.5,4.3,1.19,18.1,101.74,99.5,82.92,99,0.544
"team",22200830,"GSW",1610612744,0.674,0.269,0.629,0.414,10.742,11,0.582,0.602,1,0.199,"Warriors","Golden State",240,119.1,122,123.7,126.3,-4.5,-4.3,2.82,21.6,101.74,99.5,82.92,100,0.456
"team",22200829,"LAC",1610612746,0.553,0.229,0.805,0.494,11.312,11.2,0.512,0.546,1,0.201,"Clippers","LA",240,107,106.1,115.2,113.4,-8.3,-7.3,1.91,16.5,96.36,97.5,81.25,98,0.463
"team",22200829,"DAL",1610612742,0.634,0.195,0.771,0.506,18.852,18.6,0.635,0.643,1,0.201,"Mavericks","Dallas",240,115.2,113.4,107,106.1,8.3,7.3,1.44,20.1,96.36,97.5,81.25,97,0.537
"team",22200823,"WAS",1610612764,0.659,0.341,0.75,0.57,16.919,17.3,0.592,0.624,1,0.196,"Wizards","Washington",240,117.4,120.4,107,107.2,10.5,13.2,1.71,20.6,98.86,97.5,81.25,98,0.574
"team",22200823,"CHA",1610612766,0.59,0.25,0.659,0.43,7.199,7.2,0.468,0.509,1,0.2,"Hornets","Charlotte",240,107,107.2,117.4,120.4,-10.5,-13.2,3.29,17.4,98.86,97.5,81.25,97,0.426
"team",22200833,"CHI",1610612741,0.357,0.231,0.759,0.5,11.512,11.8,0.489,0.524,1,0.2,"Bulls","Chicago",240,100.7,102.9,113.7,112.6,-13,-9.7,1.25,11.8,103.12,102.5,85.42,102,0.443
"team",22200833,"BKN",1610612751,0.667,0.241,0.769,0.5,10.784,10.7,0.522,0.569,1,0.2,"Nets","Brooklyn",240,113.7,112.6,100.7,102.9,13,9.7,2.36,18.7,103.12,102.5,85.42,103,0.557
"team",22200834,"MIL",1610612749,0.533,0.375,0.76,0.557,10.793,11,0.515,0.538,1,0.198,"Bucks","Milwaukee",240,112.8,115,106.8,107.1,6,7.9,2.18,16.9,100.58,99.5,82.92,100,0.54
"team",22200834,"LAL",1610612747,0.548,0.24,0.625,0.443,12.092,12.1,0.511,0.539,1,0.2,"Lakers","Los Angeles",240,106.8,107.1,112.8,115,-6,-7.9,1.92,17.3,100.58,99.5,82.92,99,0.46
"team",22200832,"PHX",1610612756,0.615,0.2,0.527,0.371,10.917,10.8,0.494,0.542,1,0.197,"Suns","Phoenix",240,106.2,104.9,109.6,114.9,-3.4,-9.9,2.18,17.9,103.32,101.5,84.58,102,0.501
"team",22200832,"ATL",1610612737,0.535,0.473,0.8,0.629,17.945,18.8,0.505,0.543,1,0.199,"Hawks","Atlanta",240,109.6,114.9,106.2,104.9,3.4,9.9,1.21,15.4,103.32,101.5,84.58,101,0.499
"team",22200831,"ORL",1610612753,0.511,0.34,0.729,0.525,9.964,10.1,0.531,0.546,1,0.199,"Magic","Orlando",240,114.6,116.2,100.4,104,14.2,12.2,2.4,17.2,101.96,99.5,82.92,99,0.557
"team",22200831,"DEN",1610612743,0.615,0.271,0.66,0.475,15.45,16,0.524,0.55,1,0.199,"Nuggets","Denver",240,100.4,104,114.6,116.2,-14.2,-12.2,1.5,17.8,101.96,99.5,82.92,100,0.443
"team",22200838,"CHA",1610612766,0.578,0.25,0.851,0.535,12.213,12.4,0.527,0.555,1,0.199,"Hornets","Charlotte",240,109,110.5,119.3,119.8,-10.3,-9.3,2,18.1,106.46,105.5,87.92,105,0.461
"team",22200838,"BOS",1610612738,0.773,0.149,0.75,0.465,14.087,14.2,0.635,0.658,1,0.197,"Celtics","Boston",240,119.3,119.8,109,110.5,10.3,9.3,2.27,23.4,106.46,105.5,87.92,106,0.539
"team",22200837,"PHI",1610612755,0.614,0.238,0.854,0.542,8.361,8.5,0.607,0.635,1,0.195,"76ers","Philadelphia",240,124.4,126.6,112.5,116.1,11.9,10.5,3.38,21,95.86,93.5,77.92,94,0.565
"team",22200837,"NYK",1610612752,0.535,0.146,0.762,0.458,12.495,12.9,0.599,0.613,1,0.196,"Knicks","New York",240,112.5,116.1,124.4,126.6,-11.9,-10.5,1.92,18.7,95.86,93.5,77.92,93,0.435
"team",22200845,"MIL",1610612749,0.622,0.261,0.93,0.584,11.107,11.1,0.594,0.613,1,0.2,"Bucks","Milwaukee",240,120.2,120.2,108,108.2,12.2,12,2.55,20.6,98.6,98.5,82.08,99,0.57
"team",22200845,"LAC",1610612746,0.405,0.07,0.739,0.416,10.187,10.2,0.559,0.581,1,0.196,"Clippers","LA",240,108,108.2,120.2,120.2,-12.2,-12,1.7,14.4,98.6,98.5,82.08,98,0.43
"team",22200835,"SAS",1610612759,0.467,0.323,0.597,0.462,14.848,15.4,0.486,0.537,1,0.197,"Spurs","San Antonio",290,102.4,106.5,111.7,113.1,-9.3,-6.6,1.11,13,104.08,101.38,84.48,123,0.434
"team",22200835,"DET",1610612765,0.63,0.403,0.677,0.538,12.949,13.1,0.463,0.537,1,0.201,"Pistons","Detroit",290,111.7,113.1,102.4,106.5,9.3,6.6,1.81,16.7,104.08,101.38,84.48,122,0.566
"team",22200844,"SAC",1610612758,0.538,0.167,0.733,0.481,14.724,14.4,0.604,0.662,1,0.202,"Kings","Sacramento",240,119.9,117.5,125.3,124.5,-5.4,-7,1.5,17.3,96.22,97.5,81.25,97,0.47
"team",22200844,"DAL",1610612742,0.791,0.267,0.833,0.519,12.325,12.2,0.591,0.633,1,0.192,"Mavericks","Dallas",240,125.3,124.5,119.9,117.5,5.4,7,2.83,23.9,96.22,97.5,81.25,98,0.53
"team",22200842,"NOP",1610612740,0.641,0.362,0.641,0.488,14.583,15.2,0.53,0.575,1,0.2,"Pelicans","New Orleans",240,111.5,116.3,126.1,126.9,-14.6,-10.6,1.79,18.9,94.8,92.5,77.08,92,0.436
"team",22200842,"CLE",1610612739,0.583,0.359,0.638,0.512,14.957,15.1,0.624,0.644,1,0.191,"Cavaliers","Cleveland",240,126.1,126.9,111.5,116.3,14.6,10.6,2,21,94.8,92.5,77.08,93,0.564
"team",22200841,"MIN",1610612750,0.61,0.208,0.744,0.448,17.261,17.1,0.551,0.574,1,0.199,"Timberwolves","Minnesota",240,102.6,101.9,120.9,124.3,-18.3,-22.4,1.39,18.3,105.08,104,86.67,105,0.398
"team",22200841,"MEM",1610612763,0.551,0.256,0.792,0.552,17.945,18.4,0.643,0.668,1,0.195,"Grizzlies","Memphis",240,120.9,124.3,102.6,101.9,18.3,22.4,1.42,19,105.08,104,86.67,103,0.602
"team",22200836,"PHX",1610612756,0.581,0.451,0.736,0.596,16.739,16.7,0.516,0.565,1,0.197,"Suns","Phoenix",240,115.2,114.7,102.6,104,12.6,10.7,1.47,17.2,101.44,101,84.17,102,0.56
"team",22200836,"IND",1610612754,0.639,0.264,0.549,0.404,14.805,15,0.488,0.534,1,0.201,"Pacers","Indiana",240,102.6,104,115.2,114.7,-12.6,-10.7,1.53,17,101.44,101,84.17,100,0.44
"team",22200840,"MIA",1610612748,0.656,0.178,0.679,0.449,17.404,17.9,0.494,0.56,1,0.197,"Heat","Miami",240,99.3,102.1,92.6,99,6.7,3.1,1.24,16.8,100.12,95.5,79.58,95,0.512
"team",22200840,"HOU",1610612745,0.657,0.321,0.822,0.551,17.551,18.8,0.458,0.502,1,0.194,"Rockets","Houston",240,92.6,99,99.3,102.1,-6.7,-3.1,1.28,17,100.12,95.5,79.58,96,0.488
"team",22200839,"UTA",1610612762,0.66,0.304,0.717,0.525,15.776,16.3,0.575,0.611,1,0.199,"Jazz","Utah",240,113.2,117.3,107.2,112.6,6,4.7,1.82,21,107.98,103.5,86.25,104,0.568
"team",22200839,"TOR",1610612761,0.683,0.283,0.696,0.475,12.015,12.6,0.516,0.557,1,0.2,"Raptors","Toronto",240,107.2,112.6,113.2,117.3,-6,-4.7,2.15,19.3,107.98,103.5,86.25,103,0.432
"team",22200843,"POR",1610612757,0.69,0.371,0.649,0.514,19.873,20.6,0.658,0.72,1,0.193,"Trail Blazers","Portland",240,128.2,133,138.8,142.3,-10.7,-9.3,1.45,20.9,100.02,97,80.83,97,0.463
"team",22200843,"OKC",1610612760,0.617,0.351,0.629,0.486,11.066,11.3,0.639,0.701,1,0.197,"Thunder","Oklahoma City",240,138.8,142.3,128.2,133,10.7,9.3,2.64,21,100.02,97,80.83,97,0.537
"team",22200846,"PHI",1610612755,0.515,0.256,0.667,0.49,13.015,13.3,0.48,0.573,1,0.196,"76ers","Philadelphia",240,109.5,112.2,103.5,107.7,6.1,4.5,1.42,14.5,93.46,90.5,75.42,90,0.536
"team",22200846,"BKN",1610612751,0.622,0.333,0.744,0.51,9.502,9.9,0.473,0.501,1,0.199,"Nets","Brooklyn",240,103.5,107.7,109.5,112.2,-6.1,-4.5,2.56,17.7,93.46,90.5,75.42,91,0.464
"team",22200849,"WAS",1610612764,0.667,0.393,0.6,0.53,19.011,19.8,0.72,0.75,1,0.193,"Wizards","Washington",240,134.1,139.6,120.9,122.8,13.3,16.7,1.78,23.8,94.08,91.5,76.25,91,0.603
"team",22200849,"IND",1610612754,0.628,0.4,0.607,0.47,8.558,8.7,0.526,0.551,1,0.199,"Pacers","Indiana",240,120.9,122.8,134.1,139.6,-13.3,-16.7,3.38,19.6,94.08,91.5,76.25,92,0.397
"team",22200847,"DEN",1610612743,0.7,0.333,0.82,0.574,13.148,13.3,0.53,0.559,1,0.199,"Nuggets","Denver",240,111.8,113.3,98.4,100,13.4,13.3,2.5,22.5,106.62,105,87.5,105,0.573
"team",22200847,"CHA",1610612766,0.625,0.18,0.667,0.426,13.114,13.3,0.518,0.537,1,0.2,"Hornets","Charlotte",240,98.4,100,111.8,113.3,-13.4,-13.3,1.79,18.3,106.62,105,87.5,105,0.427
"team",22200850,"SAS",1610612759,0.625,0.327,0.679,0.505,18.608,18.9,0.484,0.522,1,0.199,"Spurs","San Antonio",240,98.6,100,116.4,117.9,-17.8,-17.9,1.25,17.1,107.42,106,88.33,106,0.413
"team",22200850,"ATL",1610612737,0.58,0.321,0.673,0.495,9.314,9.4,0.534,0.561,1,0.201,"Hawks","Atlanta",240,116.4,117.9,98.6,100,17.8,17.9,2.9,19.3,107.42,106,88.33,106,0.587
"team",22200852,"CLE",1610612739,0.722,0.25,0.75,0.467,13.353,13.7,0.471,0.514,1,0.197,"Cavaliers","Cleveland",240,99.6,102.1,91.2,93.7,8.4,8.4,2,19.5,97.48,95,79.17,95,0.523
"team",22200852,"CHI",1610612741,0.75,0.25,0.75,0.533,23.566,24.2,0.52,0.552,1,0.197,"Bulls","Chicago",240,91.2,93.7,99.6,102.1,-8.4,-8.4,1.17,20.7,97.48,95,79.17,95,0.477
"team",22200851,"UTA",1610612762,0.511,0.277,0.589,0.447,11.844,12.4,0.563,0.598,1,0.192,"Jazz","Utah",240,118.4,123.7,128.9,128.6,-10.5,-4.9,1.92,17,99.52,97.5,81.25,97,0.485
"team",22200851,"NYK",1610612752,0.419,0.411,0.723,0.553,6.14,6.1,0.516,0.564,1,0.2,"Knicks","New York",240,128.9,128.6,118.4,123.7,10.5,4.9,3,13.3,99.52,97.5,81.25,98,0.515
"team",22200848,"ORL",1610612753,0.595,0.288,0.66,0.471,17.455,17.3,0.489,0.53,1,0.2,"Magic","Orlando",265,99.9,99,102.8,103.9,-2.9,-4.8,1.22,16,93.84,93.74,78.11,104,0.474
"team",22200848,"MIA",1610612748,0.649,0.34,0.712,0.529,19.209,19.4,0.506,0.562,1,0.2,"Heat","Miami",265,102.8,103.9,99.9,99,2.9,4.8,1.2,17.3,93.84,93.74,78.11,103,0.526
"team",22200854,"SAC",1610612758,0.431,0.24,0.833,0.531,6.542,6.4,0.55,0.599,1,0.202,"Kings","Sacramento",265,124.3,120.9,118.1,117.4,6.2,3.5,3.14,15.7,97.52,99.17,82.64,110,0.534
"team",22200854,"DAL",1610612742,0.574,0.167,0.76,0.469,14.766,14.7,0.626,0.644,1,0.198,"Mavericks","Dallas",265,118.1,117.4,124.3,120.9,-6.2,-3.5,1.69,19,97.52,99.17,82.64,109,0.466
"team",22200853,"LAL",1610612747,0.475,0.24,0.772,0.523,15.032,15.1,0.494,0.543,1,0.196,"Lakers","Los Angeles",240,102.4,102.8,93.4,97.2,9,5.7,1.19,14,108.36,106,88.33,106,0.514
"team",22200853,"GSW",1610612744,0.775,0.228,0.76,0.477,14.509,15.1,0.479,0.508,1,0.196,"Warriors","Golden State",240,93.4,97.2,102.4,102.8,-9,-5.7,1.94,20.9,108.36,106,88.33,106,0.486
"team",22200856,"TOR",1610612761,0.5,0.37,0.667,0.511,8.177,8.2,0.546,0.579,1,0.202,"Raptors","Toronto",240,121.6,121.4,112.3,121.6,9.3,-0.2,2.63,15.9,101.46,97.5,81.25,98,0.513
"team",22200856,"DET",1610612765,0.625,0.333,0.63,0.489,17.13,18.6,0.589,0.634,1,0.194,"Pistons","Detroit",240,112.3,121.6,121.6,121.4,-9.3,0.2,1.39,18.4,101.46,97.5,81.25,97,0.487
"team",22200855,"MEM",1610612763,0.571,0.13,0.673,0.418,8.143,8.3,0.571,0.585,1,0.198,"Grizzlies","Memphis",240,111,113.5,124.7,124,-13.7,-10.4,3,19.2,96.84,96,80,96,0.432
"team",22200855,"BOS",1610612738,0.718,0.327,0.87,0.582,11.526,11.5,0.563,0.598,1,0.199,"Celtics","Boston",240,124.7,124,111,113.5,13.7,10.4,2.55,20.2,96.84,96,80,96,0.568
"team",22200867,"POR",1610612757,0.587,0.173,0.673,0.43,6.882,6.9,0.593,0.618,1,0.201,"Trail Blazers","Portland",240,124.9,124.5,111.4,112.7,13.5,11.8,3.86,19.7,102.48,102,85,102,0.535
"team",22200867,"LAL",1610612747,0.571,0.327,0.827,0.57,12.592,12.7,0.505,0.552,1,0.201,"Lakers","Los Angeles",240,111.4,112.7,124.9,124.5,-13.5,-11.8,1.85,17,102.48,102,85,102,0.465
"team",22200861,"MIA",1610612748,0.641,0.353,0.765,0.518,9.202,10,0.506,0.552,1,0.197,"Heat","Miami",240,110.4,120,125,124.4,-14.6,-4.4,2.78,19,93.7,90,75,90,0.447
"team",22200861,"DEN",1610612743,0.773,0.235,0.647,0.482,14.509,14.4,0.651,0.678,1,0.201,"Nuggets","Denver",240,125,124.4,110.4,120,14.6,4.4,2.62,26.2,93.7,90,75,90,0.553
"team",22200865,"MIN",1610612750,0.583,0.308,0.696,0.518,12.443,12.6,0.633,0.657,1,0.197,"Timberwolves","Minnesota",240,128.6,130.5,122.5,127.4,6.1,3.2,2.33,20.8,97.6,95,79.17,95,0.545
"team",22200865,"DAL",1610612742,0.488,0.304,0.692,0.482,11.138,11.6,0.589,0.625,1,0.195,"Mavericks","Dallas",240,122.5,127.4,128.6,130.5,-6.1,-3.2,1.91,16.3,97.6,95,79.17,95,0.455
"team",22200859,"UTA",1610612762,0.558,0.364,0.816,0.602,18.269,18.6,0.594,0.641,1,0.198,"Jazz","Utah",240,118.3,120.6,113.8,115.8,4.5,4.7,1.26,17.3,103.4,101.5,84.58,102,0.515
