"typeResult","idGame","slugTeam","idTeam","pctAST","pctOREB","pctDREB","pctTREB","pctTOVE","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","teamName","cityTeam","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","pacePer40PACE_PER40","possessions","ratioPIE"
"team",22200423,"MIN",1610612750,0.484,0.188,0.655,0.437,17.49,17.5,0.446,0.505,1,0.202,"Timberwolves","Minnesota",240,90.5,90.7,99.8,100,-9.2,-9.3,0.88,12.6,98.22,98,81.67,97,0.453
"team",22200423,"LAC",1610612746,0.618,0.345,0.813,0.563,15.115,15.2,0.461,0.504,1,0.198,"Clippers","LA",240,99.8,100,90.5,90.7,9.2,9.3,1.4,15.6,98.22,98,81.67,99,0.547
"team",22200417,"TOR",1610612761,0.532,0.24,0.633,0.434,6.871,6.9,0.532,0.581,1,0.2,"Raptors","Toronto",240,120.7,121.8,119.5,120.4,1.3,1.4,3.57,18.1,102.84,102,85,101,0.496
"team",22200417,"SAC",1610612758,0.644,0.367,0.76,0.566,14.451,14.6,0.575,0.609,1,0.2,"Kings","Sacramento",240,119.5,120.4,120.7,121.8,-1.3,-1.4,1.93,19.9,102.84,102,85,103,0.504
"team",22200414,"DET",1610612765,0.521,0.278,0.681,0.504,14.179,14.3,0.613,0.648,1,0.199,"Pistons","Detroit",265,125,125.9,116.8,119.6,8.2,6.3,1.56,16.7,103.06,101.43,84.53,112,0.535
"team",22200414,"CHA",1610612766,0.447,0.319,0.722,0.496,4.357,4.5,0.487,0.529,1,0.2,"Hornets","Charlotte",265,116.8,119.6,125,125.9,-8.2,-6.3,4.2,13.7,103.06,101.43,84.53,112,0.465
"team",22200422,"WAS",1610612764,0.833,0.167,0.7,0.372,12.599,12.7,0.632,0.633,1,0.198,"Wizards","Washington",240,115.2,116.4,127.7,129.4,-12.5,-13,2.86,25.8,110.76,109.5,91.25,110,0.411
"team",22200422,"DEN",1610612743,0.574,0.3,0.833,0.628,17.21,17.4,0.675,0.716,1,0.198,"Nuggets","Denver",240,127.7,129.4,115.2,116.4,12.5,13,1.63,20.9,110.76,109.5,91.25,109,0.589
"team",22200415,"IND",1610612754,0.682,0.178,0.674,0.429,16.216,16.5,0.598,0.638,1,0.195,"Pacers","Indiana",240,112.6,114.7,107.4,110.2,5.2,4.5,1.67,20.5,110.88,108.5,90.42,109,0.527
"team",22200415,"GSW",1610612744,0.675,0.326,0.822,0.571,21.668,22.2,0.547,0.602,1,0.197,"Warriors","Golden State",240,107.4,110.2,112.6,114.7,-5.2,-4.5,1.13,18,110.88,108.5,90.42,108,0.473
"team",22200420,"SAS",1610612759,0.511,0.357,0.743,0.505,10.746,11.2,0.521,0.532,1,0.201,"Spurs","San Antonio",240,109.4,114.3,127.4,130.6,-18,-16.3,2.09,16.5,101.42,98,81.67,98,0.425
"team",22200420,"POR",1610612757,0.531,0.257,0.643,0.495,16.919,17.3,0.716,0.723,1,0.199,"Trail Blazers","Portland",240,127.4,130.6,109.4,114.3,18,16.3,1.53,19.8,101.42,98,81.67,98,0.575
"team",22200416,"ORL",1610612753,0.596,0.367,0.739,0.547,13.183,13.7,0.591,0.636,1,0.193,"Magic","Orlando",240,127.1,132.4,121.7,120.4,5.4,12,2,18.9,104.04,102.5,85.42,102,0.534
"team",22200416,"ATL",1610612737,0.682,0.261,0.633,0.453,12.76,12.6,0.568,0.621,1,0.198,"Hawks","Atlanta",240,121.7,120.4,127.1,132.4,-5.4,-12,2.31,21,104.04,102.5,85.42,103,0.466
"team",22200419,"OKC",1610612760,0.634,0.205,0.784,0.516,14.124,14.3,0.555,0.586,1,0.2,"Thunder","Oklahoma City",240,109,110.2,110.4,111.1,-1.5,-0.9,1.86,19.7,99.36,98.5,82.08,98,0.534
"team",22200419,"MIA",1610612748,0.676,0.216,0.795,0.484,14.056,14.1,0.57,0.594,1,0.201,"Heat","Miami",240,110.4,111.1,109,110.2,1.5,0.9,1.79,19,99.36,98.5,82.08,99,0.466
"team",22200418,"NYK",1610612752,0.556,0.38,0.9,0.611,17.143,17.3,0.593,0.627,1,0.193,"Knicks","New York",265,121.9,123.1,116.9,115.4,5,7.7,1.39,17.2,94.04,94.19,78.49,104,0.491
"team",22200418,"CHI",1610612741,0.543,0.1,0.62,0.389,11.687,11.5,0.601,0.64,1,0.199,"Bulls","Chicago",265,116.9,115.4,121.9,123.1,-5,-7.7,2.08,19.1,94.04,94.19,78.49,104,0.509
"team",22200427,"PHX",1610612756,0.614,0.358,0.613,0.496,9.286,9.7,0.511,0.539,1,0.197,"Suns","Phoenix",240,114.5,119.4,98.7,100,15.8,19.4,3,19.4,96.58,94,78.33,93,0.636
"team",22200427,"LAC",1610612746,0.618,0.387,0.642,0.504,18.703,18.9,0.444,0.479,1,0.193,"Clippers","LA",240,98.7,100,114.5,119.4,-15.8,-19.4,1.17,15.2,96.58,94,78.33,95,0.364
"team",22200426,"UTA",1610612762,0.571,0.396,0.625,0.514,14.124,15,0.554,0.61,1,0.201,"Jazz","Utah",265,116.5,123.4,116.9,120.6,-0.4,2.8,1.5,16.2,101.25,96.91,80.75,107,0.522
"team",22200426,"NOP",1610612740,0.511,0.375,0.604,0.486,16.316,16.8,0.535,0.579,1,0.192,"Pelicans","New Orleans",265,116.9,120.6,116.5,123.4,0.4,-2.8,1.33,15.7,101.25,96.91,80.75,107,0.478
"team",22200424,"MIA",1610612748,0.538,0.327,0.588,0.456,14.268,14.4,0.534,0.566,1,0.198,"Heat","Miami",240,113.1,114.4,109.7,110.2,3.5,4.2,1.5,15.8,98.3,97.5,81.25,97,0.489
"team",22200424,"HOU",1610612745,0.5,0.412,0.673,0.544,15.232,15.3,0.516,0.532,1,0.196,"Rockets","Houston",240,109.7,110.2,113.1,114.4,-3.5,-4.2,1.47,15.9,98.3,97.5,81.25,98,0.511
"team",22200425,"MIL",1610612749,0.629,0.246,0.66,0.426,8.664,8.7,0.441,0.477,1,0.2,"Bucks","Milwaukee",240,97.2,98.1,133.8,139.2,-36.6,-41.2,2.44,16.1,105,102.5,85.42,103,0.307
"team",22200425,"MEM",1610612763,0.536,0.34,0.754,0.574,7.539,7.8,0.608,0.633,1,0.193,"Grizzlies","Memphis",240,133.8,139.2,97.2,98.1,36.6,41.2,3.75,20,105,102.5,85.42,102,0.693
"team",22200434,"NYK",1610612752,0.514,0.344,0.902,0.569,11.641,12.1,0.495,0.537,1,0.196,"Knicks","New York",240,110.6,115.2,92.4,91.9,18.2,23.2,1.58,13.9,100.8,99,82.5,99,0.583
"team",22200434,"CHI",1610612741,0.722,0.098,0.656,0.431,20.3,20.2,0.545,0.565,1,0.201,"Bulls","Chicago",240,92.4,91.9,110.6,115.2,-18.2,-23.2,1.3,20.6,100.8,99,82.5,99,0.417
"team",22200429,"SAC",1610612758,0.698,0.214,0.667,0.456,13.364,13.9,0.598,0.644,1,0.195,"Kings","Sacramento",240,116.5,120.8,111.2,113,5.3,7.8,2.14,21.6,103.2,100.5,83.75,101,0.556
"team",22200429,"DET",1610612765,0.564,0.333,0.786,0.544,16.726,17,0.518,0.573,1,0.197,"Pistons","Detroit",240,111.2,113,116.5,120.8,-5.3,-7.8,1.29,16,103.2,100.5,83.75,100,0.444
"team",22200431,"IND",1610612754,0.81,0.184,0.756,0.481,10.711,10.8,0.594,0.634,1,0.197,"Pacers","Indiana",240,120,120.4,125.4,128.3,-5.5,-7.8,3.4,25.7,93.72,92.5,77.08,93,0.501
"team",22200431,"CLE",1610612739,0.605,0.244,0.816,0.519,10.629,10.9,0.592,0.655,1,0.198,"Cavaliers","Cleveland",240,125.4,128.3,120,120.4,5.5,7.8,2.3,18.7,93.72,92.5,77.08,92,0.499
"team",22200436,"POR",1610612757,0.538,0.259,0.846,0.505,11.765,12,0.511,0.55,1,0.198,"Trail Blazers","Portland",240,107.8,110,126.9,131.3,-19.1,-21.3,1.75,15.8,102.22,99.5,82.92,100,0.393
"team",22200436,"DAL",1610612742,0.556,0.154,0.741,0.495,12.69,13.1,0.667,0.703,1,0.195,"Mavericks","Dallas",240,126.9,131.3,107.8,110,19.1,21.3,1.92,19.2,102.22,99.5,82.92,99,0.607
"team",22200428,"CHA",1610612766,0.667,0.371,0.865,0.556,12.457,13.1,0.474,0.498,1,0.198,"Hornets","Charlotte",240,101.6,107.1,125.1,127.6,-23.5,-20.5,2,17.9,102.16,98.5,82.08,99,0.388
"team",22200428,"ATL",1610612737,0.61,0.135,0.629,0.444,14.006,14.3,0.647,0.695,1,0.194,"Hawks","Atlanta",240,125.1,127.6,101.6,107.1,23.5,20.5,1.79,19.4,102.16,98.5,82.08,98,0.612
"team",22200435,"OKC",1610612760,0.707,0.327,0.74,0.535,19.956,21.4,0.528,0.566,1,0.196,"Thunder","Oklahoma City",240,99.8,106.8,108.7,108.7,-9,-1.9,1.32,19.6,106.62,103,85.83,103,0.48
"team",22200435,"MIN",1610612750,0.535,0.26,0.673,0.465,15.534,15.5,0.563,0.571,1,0.2,"Timberwolves","Minnesota",240,108.7,108.7,99.8,106.8,9,1.9,1.44,16.8,106.62,103,85.83,103,0.52
"team",22200430,"ORL",1610612753,0.452,0.385,0.769,0.577,16.93,17.3,0.511,0.566,1,0.196,"Magic","Orlando",240,110,112.5,105.9,106.9,4.2,5.6,1.06,13.5,104.64,103,85.83,104,0.523
"team",22200430,"BOS",1610612738,0.486,0.231,0.615,0.423,13.598,13.7,0.482,0.551,1,0.198,"Celtics","Boston",240,105.9,106.9,110,112.5,-4.2,-5.6,1.21,13.1,104.64,103,85.83,102,0.477
"team",22200437,"LAL",1610612747,0.604,0.326,0.791,0.551,14.21,14.4,0.593,0.62,1,0.197,"Lakers","Los Angeles",240,119.4,121.2,104.5,104.9,14.8,16.3,1.93,19.9,104.44,103.5,86.25,104,0.572
"team",22200437,"DEN",1610612743,0.641,0.209,0.674,0.449,18.389,18.4,0.537,0.579,1,0.198,"Nuggets","Denver",240,104.5,104.9,119.4,121.2,-14.8,-16.3,1.32,18.2,104.44,103.5,86.25,103,0.428
"team",22200432,"PHI",1610612755,0.59,0.265,0.732,0.514,14.614,14.4,0.547,0.598,1,0.199,"76ers","Philadelphia",240,115,113.5,102.2,103.9,12.8,9.5,1.53,16.8,103.18,103,85.83,104,0.555
"team",22200432,"GSW",1610612744,0.795,0.268,0.735,0.486,16.39,16.7,0.505,0.531,1,0.2,"Warriors","Golden State",240,102.2,103.9,115,113.5,-12.8,-9.5,1.82,21,103.18,103,85.83,102,0.445
"team",22200433,"TOR",1610612761,0.415,0.239,0.813,0.474,9.113,9.4,0.542,0.599,1,0.195,"Raptors","Toronto",240,117.5,120.8,122.5,125.3,-5.1,-4.4,1.89,13.8,97.94,95.5,79.58,96,0.458
"team",22200433,"BKN",1610612751,0.478,0.188,0.761,0.526,15.445,15.8,0.664,0.691,1,0.196,"Nets","Brooklyn",240,122.5,125.3,117.5,120.8,5.1,4.4,1.47,17.9,97.94,95.5,79.58,95,0.542
"team",22200438,"WAS",1610612764,0.556,0.208,0.722,0.48,16.207,16.5,0.482,0.518,1,0.197,"Wizards","Washington",240,94.2,95.9,102.6,104.1,-8.4,-8.2,1.25,15.9,99.08,97.5,81.25,97,0.478
"team",22200438,"LAC",1610612746,0.514,0.278,0.792,0.52,14.079,14.3,0.5,0.523,1,0.197,"Clippers","LA",240,102.6,104.1,94.2,95.9,8.4,8.2,1.36,14.6,99.08,97.5,81.25,98,0.522
"team",22200441,"POR",1610612757,0.5,0.239,0.491,0.376,14.38,14.9,0.547,0.573,1,0.192,"Trail Blazers","Portland",240,109.9,113.8,93.4,99,16.5,14.9,1.43,15.7,99.56,95,79.17,94,0.553
"team",22200441,"HOU",1610612745,0.528,0.509,0.761,0.624,16.706,17.7,0.417,0.462,1,0.197,"Rockets","Houston",240,93.4,99,109.9,113.8,-16.5,-14.9,1.12,13.7,99.56,95,79.17,96,0.447
"team",22200439,"SAS",1610612759,0.879,0.292,0.773,0.522,16.745,17.3,0.494,0.552,1,0.201,"Spurs","San Antonio",240,99.5,103.1,113.1,114.4,-13.6,-11.4,1.71,21.1,99.82,97.5,81.25,98,0.464
"team",22200439,"MIA",1610612748,0.595,0.227,0.708,0.478,14.268,14.4,0.579,0.602,1,0.194,"Heat","Miami",240,113.1,114.4,99.5,103.1,13.6,11.4,1.79,19.1,99.82,97.5,81.25,97,0.536
"team",22200440,"DAL",1610612742,0.528,0.2,0.712,0.465,11.61,12,0.494,0.514,1,0.199,"Mavericks","Dallas",265,95.8,99,92.9,99,2.9,0,1.58,14.9,95.57,91.02,75.85,100,0.498
"team",22200440,"CLE",1610612739,0.575,0.288,0.8,0.535,12.073,12.9,0.463,0.482,1,0.192,"Cavaliers","Cleveland",265,92.9,99,95.8,99,-2.9,0,1.77,16.5,95.57,91.02,75.85,101,0.502
"team",22200443,"OKC",1610612760,0.763,0.22,0.8,0.513,10.219,10.3,0.516,0.544,1,0.197,"Thunder","Oklahoma City",240,106.8,107.5,102.6,102.8,4.3,4.6,2.64,19.9,106.96,106.5,88.75,107,0.538
"team",22200443,"MEM",1610612763,0.441,0.2,0.78,0.487,9.409,9.4,0.444,0.513,1,0.198,"Grizzlies","Memphis",240,102.6,102.8,106.8,107.5,-4.3,-4.6,1.5,11.4,106.96,106.5,88.75,106,0.462
"team",22200442,"UTA",1610612762,0.615,0.163,0.605,0.37,14.638,14.7,0.547,0.547,1,0.199,"Jazz","Utah",240,101.4,102.1,129.7,128.1,-28.3,-26,1.71,19,95.24,95.5,79.58,95,0.359
"team",22200442,"MIL",1610612749,0.625,0.395,0.837,0.63,15.816,15.6,0.633,0.648,1,0.198,"Bucks","Milwaukee",240,129.7,128.1,101.4,102.1,28.3,26,2,21.5,95.24,95.5,79.58,96,0.641
"team",22200444,"PHX",1610612756,0.59,0.286,0.818,0.5,8.299,8.4,0.56,0.6,1,0.199,"Suns","Phoenix",240,122.4,124.2,119.1,121.3,3.3,2.9,2.88,17.8,96.06,94.5,78.75,95,0.507
"team",22200444,"NOP",1610612740,0.6,0.182,0.714,0.5,17.76,18.1,0.675,0.689,1,0.197,"Pelicans","New Orleans",240,119.1,121.3,122.4,124.2,-3.3,-2.9,1.59,21.3,96.06,94.5,78.75,94,0.493
"team",22200450,"DEN",1610612743,0.767,0.339,0.782,0.559,12.968,13.1,0.516,0.546,1,0.198,"Nuggets","Denver",240,110.2,111.2,109.4,108.5,0.8,2.7,2.36,21.2,106.54,106.5,88.75,107,0.532
"team",22200450,"CHA",1610612766,0.634,0.218,0.661,0.441,10.464,10.4,0.49,0.542,1,0.198,"Hornets","Charlotte",240,109.4,108.5,110.2,111.2,-0.8,-2.7,2.36,18.2,106.54,106.5,88.75,106,0.468
"team",22200445,"ORL",1610612753,0.606,0.132,0.717,0.442,12.826,12.9,0.453,0.503,1,0.199,"Magic","Orlando",240,93.7,94.1,88.3,90.2,5.5,3.9,1.54,15.7,102.8,101.5,84.58,101,0.514
"team",22200445,"BOS",1610612738,0.71,0.283,0.868,0.558,16.309,16.7,0.416,0.468,1,0.2,"Celtics","Boston",240,88.3,90.2,93.7,94.1,-5.5,-3.9,1.29,16,102.8,101.5,84.58,102,0.486
"team",22200451,"WAS",1610612764,0.545,0.259,0.816,0.524,9.473,9.7,0.516,0.554,1,0.199,"Wizards","Washington",240,110.8,113.6,113.7,115.5,-2.8,-1.9,2.4,17.2,105.12,103,85.83,103,0.479
"team",22200451,"LAL",1610612747,0.63,0.184,0.741,0.476,8.598,8.7,0.56,0.585,1,0.199,"Lakers","Los Angeles",240,113.7,115.5,110.8,113.6,2.8,1.9,3.22,20.8,105.12,103,85.83,103,0.521
"team",22200447,"DET",1610612765,0.476,0.313,0.842,0.547,8.914,9.2,0.523,0.588,1,0.198,"Pistons","Detroit",240,119.8,123.5,125.1,125.3,-5.3,-1.8,2.22,15.2,100.04,98.5,82.08,98,0.479
"team",22200447,"BKN",1610612751,0.591,0.158,0.688,0.453,13.115,13.1,0.644,0.688,1,0.198,"Nets","Brooklyn",240,125.1,125.3,119.8,123.5,5.3,1.8,2,20.1,100.04,98.5,82.08,99,0.521
"team",22200448,"TOR",1610612761,0.525,0.397,0.625,0.49,13.905,14.4,0.489,0.525,1,0.195,"Raptors","Toronto",240,109.3,113.4,129.3,129.9,-20.1,-16.5,1.5,15,99.06,97,80.83,97,0.39
"team",22200448,"GSW",1610612744,0.721,0.375,0.603,0.51,17.447,17.5,0.642,0.682,1,0.201,"Warriors","Golden State",240,129.3,129.9,109.3,113.4,20.1,16.5,1.82,22.1,99.06,97,80.83,97,0.61
"team",22200446,"NYK",1610612752,0.333,0.319,0.691,0.52,16.293,16.3,0.518,0.567,1,0.2,"Knicks","New York",240,111,111.2,102.8,107.1,8.2,4.2,0.81,10.4,100.66,98.5,82.08,98,0.561
"team",22200446,"IND",1610612754,0.513,0.309,0.681,0.48,14.546,15.2,0.506,0.529,1,0.195,"Pacers","Indiana",240,102.8,107.1,111,111.2,-8.2,-4.2,1.33,14.8,100.66,98.5,82.08,99,0.439
"team",22200449,"MIN",1610612750,0.667,0.219,0.795,0.553,12.616,12.9,0.787,0.798,1,0.196,"Timberwolves","Minnesota",240,145.6,148.5,121.7,124.8,23.9,23.8,2.92,26.2,103.3,101,84.17,101,0.589
"team",22200449,"CHI",1610612741,0.674,0.205,0.781,0.447,10.622,10.9,0.614,0.639,1,0.197,"Bulls","Chicago",240,121.7,124.8,145.6,148.5,-23.9,-23.8,2.82,22.1,103.3,101,84.17,101,0.411
"team",22200460,"SAC",1610612758,0.511,0.207,0.694,0.43,7.502,7.5,0.537,0.548,1,0.201,"Kings","Sacramento",240,111.6,112.3,115.6,116.8,-4,-4.6,2.88,16.5,107.38,106.5,88.75,106,0.441
"team",22200460,"CHA",1610612766,0.531,0.306,0.793,0.57,12.949,13.1,0.568,0.595,1,0.2,"Hornets","Charlotte",240,115.6,116.8,111.6,112.3,4,4.6,1.86,17.9,107.38,106.5,88.75,107,0.559
"team",22200459,"PHX",1610612756,0.457,0.367,0.72,0.545,9.225,9.4,0.602,0.628,1,0.199,"Suns","Phoenix",240,133.3,135.4,104.5,107.2,28.7,28.2,2.33,15.7,98.52,96.5,80.42,96,0.631
"team",22200459,"LAL",1610612747,0.333,0.28,0.633,0.455,15.078,15.5,0.517,0.55,1,0.195,"Lakers","Los Angeles",240,104.5,107.2,133.3,135.4,-28.7,-28.2,0.87,10.6,98.52,96.5,80.42,97,0.369
"team",22200457,"NOP",1610612740,0.714,0.35,0.763,0.51,13.946,14.3,0.515,0.543,1,0.199,"Pelicans","New Orleans",240,110.6,113.3,122.3,121.9,-11.7,-8.6,2,19.4,106.1,105,87.5,105,0.432
"team",22200457,"MIL",1610612749,0.578,0.237,0.65,0.49,17.202,17.1,0.636,0.676,1,0.197,"Bucks","Milwaukee",240,122.3,121.9,110.6,113.3,11.7,8.6,1.44,18.8,106.1,105,87.5,105,0.568
"team",22200458,"POR",1610612757,0.591,0.348,0.667,0.515,16.123,15.8,0.591,0.622,1,0.201,"Trail Blazers","Portland",240,121.9,119.8,116.8,123,5.1,-3.2,1.63,18.7,102.26,100.5,83.75,101,0.497
"team",22200458,"OKC",1610612760,0.5,0.333,0.652,0.485,11.398,12,0.517,0.59,1,0.196,"Thunder","Oklahoma City",240,116.8,123,121.9,119.8,-5.1,3.2,1.67,14.7,102.26,100.5,83.75,100,0.503
"team",22200456,"MIN",1610612750,0.452,0.24,0.766,0.495,10.831,11.3,0.539,0.583,1,0.192,"Timberwolves","Minnesota",240,114.2,119.6,108.6,109.3,5.7,10.3,1.73,14.7,99.6,97,80.83,97,0.531
"team",22200456,"DAL",1610612742,0.742,0.234,0.76,0.505,16.387,16.5,0.533,0.591,1,0.199,"Mavericks","Dallas",240,108.6,109.3,114.2,119.6,-5.7,-10.3,1.44,17.9,99.6,97,80.83,97,0.469
"team",22200452,"UTA",1610612762,0.528,0.311,0.786,0.461,13.709,13.9,0.441,0.48,1,0.2,"Jazz","Utah",240,96.9,98,121.5,120.8,-24.5,-22.8,1.36,14,101.28,101,84.17,101,0.318
"team",22200452,"CLE",1610612739,0.558,0.214,0.689,0.539,22.899,22.8,0.721,0.749,1,0.197,"Cavaliers","Cleveland",240,121.5,120.8,96.9,98,24.5,22.8,1.04,18.7,101.28,101,84.17,101,0.682
"team",22200454,"ORL",1610612753,0.644,0.308,0.771,0.53,7.692,7.9,0.537,0.59,1,0.2,"Magic","Orlando",240,120.2,123.8,118,126,2.2,-2.2,3.63,20.3,105.4,100.5,83.75,101,0.507
"team",22200454,"ATL",1610612737,0.604,0.229,0.692,0.47,9.363,10,0.574,0.613,1,0.197,"Hawks","Atlanta",240,118,126,120.2,123.8,-2.2,2.2,2.9,20.5,105.4,100.5,83.75,100,0.493
