"typeResult","idGame","slugTeam","idTeam","pctEFGOpponent","pctTOVOpponent","pctOREBOpponent","teamName","cityTeam","minExact","rateFTA","rateFTAOpponent"
"team",22201078,"ATL",1610612737,0.478,0.098,0.214,"Hawks","Atlanta",240,0.379,0.264
"team",22201082,"OKC",1610612760,0.512,0.144,0.308,"Thunder","Oklahoma City",240,0.151,0.244
"team",22201082,"LAC",1610612746,0.473,0.121,0.315,"Clippers","LA",240,0.244,0.151
"team",22201080,"SAS",1610612759,0.617,0.157,0.237,"Spurs","San Antonio",240,0.218,0.284
"team",22201080,"NOP",1610612740,0.42,0.158,0.213,"Pelicans","New Orleans",240,0.284,0.218
"team",22201077,"WAS",1610612764,0.613,0.16,0.216,"Wizards","Washington",240,0.277,0.313
"team",22201077,"ORL",1610612753,0.566,0.136,0.178,"Magic","Orlando",240,0.313,0.277
"team",22201081,"SAC",1610612758,0.63,0.062,0.298,"Kings","Sacramento",240,0.259,0.25
"team",22201081,"BOS",1610612738,0.586,0.149,0.267,"Celtics","Boston",240,0.25,0.259
"team",22201086,"GSW",1610612744,0.59,0.097,0.275,"Warriors","Golden State",240,0.2,0.315
"team",22201086,"DAL",1610612742,0.622,0.13,0.293,"Mavericks","Dallas",240,0.315,0.2
"team",22201084,"NYK",1610612752,0.671,0.102,0.083,"Knicks","New York",240,0.305,0.329
"team",22201084,"MIA",1610612748,0.61,0.168,0.31,"Heat","Miami",240,0.329,0.305
"team",22201085,"TOR",1610612761,0.63,0.184,0.27,"Raptors","Toronto",240,0.438,0.325
"team",22201085,"IND",1610612754,0.478,0.097,0.333,"Pacers","Indiana",240,0.325,0.438
"team",22201089,"SAS",1610612759,0.597,0.132,0.259,"Spurs","San Antonio",240,0.215,0.245
"team",22201089,"MIL",1610612749,0.435,0.168,0.177,"Bucks","Milwaukee",240,0.245,0.215
"team",22201087,"PHI",1610612755,0.446,0.197,0.353,"76ers","Philadelphia",240,0.317,0.265
"team",22201087,"CHI",1610612741,0.573,0.179,0.364,"Bulls","Chicago",240,0.265,0.317
"team",22201088,"MEM",1610612763,0.581,0.161,0.458,"Grizzlies","Memphis",240,0.379,0.247
"team",22201088,"HOU",1610612745,0.586,0.109,0.341,"Rockets","Houston",240,0.247,0.379
"team",22201083,"WAS",1610612764,0.596,0.11,0.293,"Wizards","Washington",240,0.184,0.253
"team",22201083,"DEN",1610612743,0.529,0.077,0.295,"Nuggets","Denver",240,0.253,0.184
"team",22201090,"MIN",1610612750,0.6,0.163,0.262,"Timberwolves","Minnesota",240,0.315,0.294
"team",22201090,"ATL",1610612737,0.549,0.105,0.306,"Hawks","Atlanta",240,0.294,0.315
"team",22201092,"PHX",1610612756,0.614,0.15,0.2,"Suns","Phoenix",240,0.222,0.657
"team",22201092,"LAL",1610612747,0.533,0.164,0.3,"Lakers","Los Angeles",240,0.657,0.222
"team",22201091,"UTA",1610612762,0.554,0.083,0.18,"Jazz","Utah",240,0.439,0.323
"team",22201091,"POR",1610612757,0.543,0.158,0.167,"Trail Blazers","Portland",240,0.323,0.439
"team",22201096,"OKC",1610612760,0.667,0.15,0.308,"Thunder","Oklahoma City",240,0.118,0.238
"team",22201096,"LAC",1610612746,0.511,0.142,0.34,"Clippers","LA",240,0.238,0.118
"team",22201094,"CLE",1610612739,0.556,0.16,0.341,"Cavaliers","Cleveland",240,0.292,0.333
"team",22201094,"BKN",1610612751,0.539,0.103,0.32,"Nets","Brooklyn",240,0.333,0.292
"team",22201095,"NOP",1610612740,0.512,0.165,0.106,"Pelicans","New Orleans",240,0.153,0.193
"team",22201095,"CHA",1610612766,0.515,0.105,0.283,"Hornets","Charlotte",240,0.193,0.153
"team",22201093,"ORL",1610612753,0.489,0.131,0.288,"Magic","Orlando",240,0.241,0.295
"team",22201093,"NYK",1610612752,0.534,0.153,0.26,"Knicks","New York",240,0.295,0.241
"team",22201104,"POR",1610612757,0.673,0.177,0.324,"Trail Blazers","Portland",240,0.209,0.167
"team",22201104,"CHI",1610612741,0.465,0.14,0.24,"Bulls","Chicago",240,0.167,0.209
"team",22201105,"SAC",1610612758,0.59,0.118,0.37,"Kings","Sacramento",240,0.36,0.326
"team",22201105,"PHX",1610612756,0.601,0.039,0.233,"Suns","Phoenix",240,0.326,0.36
"team",22201102,"UTA",1610612762,0.667,0.118,0.277,"Jazz","Utah",240,0.327,0.162
"team",22201102,"MIL",1610612749,0.438,0.1,0.333,"Bucks","Milwaukee",240,0.162,0.327
"team",22201106,"OKC",1610612760,0.527,0.112,0.346,"Thunder","Oklahoma City",240,0.207,0.308
"team",22201106,"LAL",1610612747,0.511,0.102,0.269,"Lakers","Los Angeles",240,0.308,0.207
"team",22201103,"PHI",1610612755,0.58,0.11,0.224,"76ers","Philadelphia",240,0.436,0.273
"team",22201103,"GSW",1610612744,0.538,0.101,0.093,"Warriors","Golden State",240,0.273,0.436
"team",22201101,"DAL",1610612742,0.545,0.078,0.2,"Mavericks","Dallas",240,0.286,0.303
"team",22201101,"CHA",1610612766,0.542,0.112,0.156,"Hornets","Charlotte",240,0.303,0.286
"team",22201098,"WAS",1610612764,0.569,0.049,0.283,"Wizards","Washington",240,0.306,0.149
"team",22201098,"SAS",1610612759,0.688,0.1,0.179,"Spurs","San Antonio",240,0.149,0.306
"team",22201100,"MEM",1610612763,0.58,0.156,0.25,"Grizzlies","Memphis",240,0.151,0.241
"team",22201100,"HOU",1610612745,0.747,0.105,0.237,"Rockets","Houston",240,0.241,0.151
"team",22201099,"TOR",1610612761,0.507,0.22,0.262,"Raptors","Toronto",240,0.315,0.411
"team",22201099,"DET",1610612765,0.516,0.109,0.415,"Pistons","Detroit",240,0.411,0.315
"team",22201097,"IND",1610612754,0.57,0.14,0.231,"Pacers","Indiana",240,0.262,0.204
"team",22201097,"BOS",1610612738,0.488,0.162,0.163,"Celtics","Boston",240,0.204,0.262
"team",22201112,"NOP",1610612740,0.62,0.196,0.103,"Pelicans","New Orleans",240,0.094,0.28
"team",22201112,"LAC",1610612746,0.641,0.154,0.356,"Clippers","LA",240,0.28,0.094
"team",22201110,"PHX",1610612756,0.519,0.137,0.261,"Suns","Phoenix",240,0.204,0.346
"team",22201110,"PHI",1610612755,0.586,0.083,0.362,"76ers","Philadelphia",240,0.346,0.204
"team",22201111,"UTA",1610612762,0.547,0.091,0.308,"Jazz","Utah",240,0.176,0.221
"team",22201111,"SAC",1610612758,0.566,0.163,0.319,"Kings","Sacramento",240,0.221,0.176
"team",22201109,"MIL",1610612749,0.612,0.113,0.196,"Bucks","Milwaukee",240,0.239,0.315
"team",22201109,"DEN",1610612743,0.494,0.097,0.12,"Nuggets","Denver",240,0.315,0.239
"team",22201107,"IND",1610612754,0.63,0.124,0.488,"Pacers","Indiana",240,0.125,0.26
"team",22201107,"ATL",1610612737,0.615,0.157,0.364,"Hawks","Atlanta",240,0.26,0.125
"team",22201108,"MIA",1610612748,0.596,0.088,0.435,"Heat","Miami",240,0.175,0.281
"team",22201108,"BKN",1610612751,0.55,0.152,0.326,"Nets","Brooklyn",240,0.281,0.175
"team",22201113,"DAL",1610612742,0.511,0.142,0.3,"Mavericks","Dallas",240,0.262,0.273
"team",22201113,"CHA",1610612766,0.494,0.081,0.135,"Hornets","Charlotte",240,0.273,0.262
"team",22201114,"LAL",1610612747,0.621,0.096,0.262,"Lakers","Los Angeles",240,0.373,0.149
"team",22201114,"CHI",1610612741,0.593,0.185,0.209,"Bulls","Chicago",240,0.149,0.373
"team",22201119,"WAS",1610612764,0.515,0.13,0.37,"Wizards","Washington",240,0.233,0.163
"team",22201119,"TOR",1610612761,0.535,0.179,0.288,"Raptors","Toronto",240,0.163,0.233
"team",22201117,"HOU",1610612745,0.524,0.12,0.356,"Rockets","Houston",240,0.225,0.289
"team",22201117,"CLE",1610612739,0.475,0.2,0.348,"Cavaliers","Cleveland",240,0.289,0.225
"team",22201118,"ORL",1610612753,0.451,0.145,0.333,"Magic","Orlando",240,0.329,0.308
"team",22201118,"BKN",1610612751,0.571,0.111,0.262,"Nets","Brooklyn",240,0.308,0.329
"team",22201120,"POR",1610612757,0.5,0.105,0.315,"Trail Blazers","Portland",240,0.329,0.298
"team",22201120,"OKC",1610612760,0.561,0.173,0.273,"Thunder","Oklahoma City",240,0.298,0.329
"team",22201121,"MIN",1610612750,0.506,0.161,0.163,"Timberwolves","Minnesota",240,0.313,0.207
"team",22201121,"GSW",1610612744,0.531,0.172,0.26,"Warriors","Golden State",240,0.207,0.313
"team",22201115,"MEM",1610612763,0.495,0.095,0.352,"Grizzlies","Memphis",240,0.213,0.265
"team",22201115,"ATL",1610612737,0.612,0.107,0.182,"Hawks","Atlanta",240,0.265,0.213
"team",22201116,"SAS",1610612759,0.67,0.141,0.2,"Spurs","San Antonio",240,0.186,0.231
"team",22201116,"BOS",1610612738,0.412,0.089,0.108,"Celtics","Boston",240,0.231,0.186
"team",22201124,"NYK",1610612752,0.523,0.139,0.286,"Knicks","New York",240,0.326,0.333
"team",22201124,"HOU",1610612745,0.68,0.108,0.2,"Rockets","Houston",240,0.333,0.326
"team",22201125,"UTA",1610612762,0.48,0.07,0.356,"Jazz","Utah",240,0.314,0.218
"team",22201125,"PHX",1610612756,0.494,0.129,0.333,"Suns","Phoenix",240,0.218,0.314
"team",22201126,"PHI",1610612755,0.571,0.124,0.286,"76ers","Philadelphia",240,0.247,0.259
"team",22201126,"DEN",1610612743,0.528,0.111,0.271,"Nuggets","Denver",240,0.259,0.247
"team",22201123,"IND",1610612754,0.675,0.131,0.189,"Pacers","Indiana",240,0.247,0.205
"team",22201123,"DAL",1610612742,0.462,0.136,0.393,"Mavericks","Dallas",240,0.205,0.247
"team",22201122,"MIL",1610612749,0.484,0.096,0.352,"Bucks","Milwaukee",240,0.274,0.391
"team",22201122,"DET",1610612765,0.547,0.09,0.34,"Pistons","Detroit",240,0.391,0.274
"team",22201129,"LAC",1610612746,0.591,0.153,0.244,"Clippers","LA",240,0.198,0.256
"team",22201129,"CHI",1610612741,0.716,0.18,0.263,"Bulls","Chicago",240,0.256,0.198
"team",22201128,"SAC",1610612758,0.564,0.063,0.333,"Kings","Sacramento",240,0.476,0.395
"team",22201128,"MIN",1610612750,0.494,0.1,0.354,"Timberwolves","Minnesota",240,0.395,0.476
"team",22201127,"POR",1610612757,0.64,0.166,0.324,"Trail Blazers","Portland",240,0.167,0.198
"team",22201127,"NOP",1610612740,0.428,0.117,0.196,"Pelicans","New Orleans",240,0.198,0.167
"team",22201135,"NOP",1610612740,0.634,0.191,0.279,"Pelicans","New Orleans",240,0.156,0.268
"team",22201135,"GSW",1610612744,0.533,0.182,0.313,"Warriors","Golden State",240,0.268,0.156
"team",22201134,"OKC",1610612760,0.628,0.163,0.313,"Thunder","Oklahoma City",240,0.302,0.319
"team",22201134,"CHA",1610612766,0.578,0.098,0.224,"Hornets","Charlotte",240,0.319,0.302
"team",22201133,"ORL",1610612753,0.545,0.157,0.235,"Magic","Orlando",240,0.15,0.261
"team",22201133,"MEM",1610612763,0.48,0.14,0.267,"Grizzlies","Memphis",240,0.261,0.15
"team",22201131,"CLE",1610612739,0.528,0.144,0.373,"Cavaliers","Cleveland",240,0.237,0.371
"team",22201131,"ATL",1610612737,0.554,0.079,0.26,"Hawks","Atlanta",240,0.371,0.237
"team",22201132,"TOR",1610612761,0.463,0.173,0.313,"Raptors","Toronto",240,0.097,0.238
"team",22201132,"MIA",1610612748,0.527,0.099,0.327,"Heat","Miami",240,0.238,0.097
"team",22201130,"WAS",1610612764,0.543,0.117,0.229,"Wizards","Washington",240,0.131,0.118
"team",22201130,"BOS",1610612738,0.611,0.1,0.319,"Celtics","Boston",240,0.118,0.131
